stage,role,top,trial,status,elapsed_s,mapped_cell_count,mapped_cell_area,sequential_cell_area,combinational_cell_area,critical_delay_ps,delay_target_ps,target_met,exact_signature
area,LEGACY_SCALAR,online_merge_legacy_scalar_mapped_top,1,PASS,34.7,69012,72399.082,2761.08,69638.002,,,,102de263f557a75738138006c3b3a5378749eddc5e114462c94968f7f1f2b369
area,MIXED_SCALAR_DIVISION,online_merge_mixed_division_scalar_mapped_top,1,PASS,38.3,47141,52000.074,3521.84,48478.234,,,,882b9afc4f7ea91e1d4baad18631c506d8a8e01be14fb98a4706d479fca64179
area,MIXED_SCALAR_RECIPROCAL,online_merge_mixed_reciprocal_scalar_mapped_top,1,PASS,33.8,48418,52407.586,2824.92,49582.666000000005,,,,8068e6d657594f24cd3f5db31c6ba16bc9ee015b9c060378efb2cd7357950a80
area,LEGACY_SCALAR,online_merge_legacy_scalar_mapped_top,2,PASS,37.1,69012,72399.082,2761.08,69638.002,,,,102de263f557a75738138006c3b3a5378749eddc5e114462c94968f7f1f2b369
area,MIXED_SCALAR_DIVISION,online_merge_mixed_division_scalar_mapped_top,2,PASS,38.8,47141,52000.074,3521.84,48478.234,,,,882b9afc4f7ea91e1d4baad18631c506d8a8e01be14fb98a4706d479fca64179
area,MIXED_SCALAR_RECIPROCAL,online_merge_mixed_reciprocal_scalar_mapped_top,2,PASS,33.3,48418,52407.586,2824.92,49582.666000000005,,,,8068e6d657594f24cd3f5db31c6ba16bc9ee015b9c060378efb2cd7357950a80
area,LEGACY_SCALAR,online_merge_legacy_scalar_mapped_top,3,PASS,38.0,69012,72399.082,2761.08,69638.002,,,,102de263f557a75738138006c3b3a5378749eddc5e114462c94968f7f1f2b369
area,MIXED_SCALAR_DIVISION,online_merge_mixed_division_scalar_mapped_top,3,PASS,40.8,47141,52000.074,3521.84,48478.234,,,,882b9afc4f7ea91e1d4baad18631c506d8a8e01be14fb98a4706d479fca64179
area,MIXED_SCALAR_RECIPROCAL,online_merge_mixed_reciprocal_scalar_mapped_top,3,PASS,34.0,48418,52407.586,2824.92,49582.666000000005,,,,8068e6d657594f24cd3f5db31c6ba16bc9ee015b9c060378efb2cd7357950a80
