case_id,split,workload,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,optimized_oracle_probability_mae,optimized_oracle_probability_relative,optimized_oracle_probability_cosine,optimized_oracle_attention_mae,optimized_oracle_attention_relative,optimized_oracle_attention_cosine,ab_softmax_mae,ab_softmax_relative,ab_softmax_cosine,ab_attention_mae,ab_attention_relative,ab_attention_cosine,optimized_fp32_softmax_mae,optimized_fp32_softmax_relative,optimized_fp32_softmax_cosine,optimized_fp32_attention_mae,optimized_fp32_attention_relative,optimized_fp32_attention_cosine,optimized_probability_sum,optimized_probability_sum_error,ab_probability_sum_error,optimized_fp32_probability_sum_error,case_worst_error
single_head_qktv_L128_D128_scale1_R1,validation,single_head_qktv,64,20,1344,128,128,2.0,1,145688554,6.600105473989813e-05,0.008448135006706959,0.9999560476417956,0.0008815358278620331,0.008795388577755348,0.9999602653188137,1.767439243849367e-07,2.261794476020336e-05,0.9999999878455896,1.5969155356287956e-05,0.00015926058496448615,0.9999999892684379,6.60011064610444e-05,0.008448141515387215,0.9999560475676931,0.000881534881045809,0.008795378828010092,0.9999602653803811,1.0002559583517723,0.00025595835177227855,2.2623222321271896e-05,0.0002559451386332512,0.008795388577755348
single_head_qktv_L256_D64_scale0_R0,validation,single_head_qktv,64,20,1344,256,64,1.0,0,3660923237,3.2640819870846465e-05,0.008356049886936695,0.9999619921417717,0.0007488497046691834,0.00932832130680051,0.9999604764869834,1.7623244730202714e-07,4.512216421584085e-05,0.9999999770124134,1.711669028736651e-05,0.00021347501015342503,0.9999999784888003,3.264075598963245e-05,0.008356033357274481,0.9999619923591899,0.0007488469636882655,0.009328286928593651,0.9999604766952819,0.9998975670314394,0.00010243296856060624,4.511550650931895e-05,0.00010245403973385692,0.00932832130680051
single_head_qktv_L256_D64_scale0_R1,validation,single_head_qktv,64,20,1344,256,64,1.0,1,3378784547,3.85500152251537e-05,0.009868803897639347,0.9999334533536122,0.0006867484099325125,0.011321243252339104,0.9999309158098076,1.8485002328816336e-07,4.732667777290302e-05,0.9999999817399872,1.2805037840735167e-05,0.00021192604488456766,0.9999999789485041,3.855000045405177e-05,0.009868800015135855,0.9999334534119791,0.0006867476404295303,0.011321230669529392,0.9999309160200299,0.9999401555978693,5.98444021306932e-05,4.732160596176982e-05,5.985464667901397e-05,0.011321243252339104
single_head_qktv_L256_D64_scale1_R0,validation,single_head_qktv,64,20,1344,256,64,2.0,0,3861364054,3.321707603857931e-05,0.008503571465876303,0.9999690442376762,0.0009152734816975748,0.008448614901234346,0.9999604859842565,1.1271333733020583e-07,2.8858589572476553e-05,0.9999999934556167,1.4471414033323526e-05,0.00013377588816562388,0.9999999908018948,3.321714420678745e-05,0.008503588629697986,0.9999690441651056,0.0009152738784905523,0.008448618259629977,0.9999604859866013,0.9998911065122229,0.00010889348777709529,2.8854614356532693e-05,0.00010892726641031913,0.008503571465876303
single_head_qktv_L256_D64_scale1_R1,validation,single_head_qktv,64,20,1344,256,64,2.0,1,2799076749,3.611678562166094e-05,0.0092458971191452,0.9999443043370753,0.0006529989539407293,0.010093769905300184,0.9999432113880249,3.47887862517382e-07,8.913510391215127e-05,0.9999999673702401,2.2809836082160473e-05,0.0003530046776526018,0.9999999511649486,3.6116916021455836e-05,0.009245929402655667,0.9999443040737199,0.0006529992169816978,0.010093772316243962,0.9999432112819335,0.9992385402001673,0.0007614597998326644,8.90592928044498e-05,0.0007615786453243345,0.010093769905300184
single_head_qktv_L256_D128_scale0_R0,validation,single_head_qktv,64,20,1344,256,128,1.0,0,704936337,5.282391077222025e-05,0.013522921157688385,0.9998858324959004,0.0011649820186986717,0.014791689817827011,0.9998964529026793,1.351991159026511e-07,3.459509022230843e-05,0.9999999868033292,1.2595490261446685e-05,0.00015972162429975332,0.9999999888770036,5.282386149474405e-05,0.013522907684478554,0.9998858326738559,0.001164982851150853,0.014791698938552469,0.9998964528630117,1.0004937353369314,0.0004937353369314224,3.461097367107868e-05,0.0004936718760291114,0.014791689817827011
single_head_qktv_L256_D128_scale0_R1,validation,single_head_qktv,64,20,1344,256,128,1.0,1,2384224731,3.188450745610442e-05,0.008162433908762732,0.9999695198175872,0.0006573394953363973,0.00725397774356173,0.9999708655265231,1.936071470254319e-06,0.0004958350125867408,0.9999999875368428,4.719958087662235e-05,0.0005215381127911821,0.9999999858762889,3.188451736946263e-05,0.008162436121187147,0.9999695197223837,0.0006573422942892648,0.007254008226661532,0.9999708653280938,1.000090829882538,9.08298825379461e-05,0.0004956342963851057,9.0790017566178e-05,0.008162433908762732
single_head_qktv_L256_D128_scale1_R0,validation,single_head_qktv,64,20,1344,256,128,2.0,0,2477050116,3.7383265932272105e-05,0.009570116078661659,0.9999644822329284,0.0007383426464191657,0.008280001716148533,0.9999670179586387,6.311324796115514e-09,1.6152220563019693e-06,0.9999999999585919,9.261566447094083e-07,1.0387668861571971e-05,0.9999999999462164,3.738326452662477e-05,0.009570116413114234,0.9999644823873417,0.000738339927920606,0.00827997167093499,0.999967018103902,1.0002969877823489,0.0002969877823488787,1.6156991478055716e-06,0.0002970603309222497,0.009570116078661659
single_head_qktv_L256_D128_scale1_R1,validation,single_head_qktv,64,20,1344,256,128,2.0,1,1326285347,3.596961523837104e-05,0.009208221501022988,0.9999757725273252,0.0006734712244587896,0.006459434620816703,0.9999778564858122,4.038179213239346e-08,1.0341535339150137e-05,0.9999999984910102,5.707581294700503e-06,5.466029544653141e-05,0.9999999984612657,3.5969602151908475e-05,0.009208217165473194,0.9999757724493605,0.0006734686949130264,0.006459409795402584,0.9999778564078878,0.999643220755388,0.0003567792446119711,1.0337738785892725e-05,0.0003568862593965605,0.009208221501022988
single_head_qktv_L512_D64_scale0_R0,validation,single_head_qktv,64,20,1344,512,64,1.0,0,3598298986,1.8495388571290942e-05,0.009469638948500963,0.999938093109612,0.0005635740870521172,0.00991694838888066,0.9999597209866848,1.3030801113700363e-06,0.0006673430699398021,0.9999998453680315,4.7788096708245575e-05,0.0008426652355842094,0.9999998678683222,1.8495360407655426e-05,0.009469624785098668,0.9999380932033411,0.0005635742127196863,0.009916950907555431,0.9999597209297881,1.0004183501005173,0.00041835010051727295,0.0006671770170214586,0.0004183771743555553,0.00991694838888066
single_head_qktv_L512_D64_scale0_R1,validation,single_head_qktv,64,20,1344,512,64,1.0,1,1329181871,1.844665981390614e-05,0.009444689824719944,0.9999483472457649,0.0006224600390654077,0.012098750191356592,0.9999270115817459,2.511055043896704e-07,0.00012865376714078997,0.9999999413474656,1.8941660528071225e-05,0.0003687643667560465,0.999999939131681,1.8446672115146612e-05,0.009444696023861967,0.9999483473012172,0.0006224604057933902,0.012098757179463168,0.9999270118435896,0.9994465114214108,0.0005534885785891674,0.00012856601824751124,0.0005534990705200471,0.012098750191356592
single_head_qktv_L512_D64_scale1_R0,validation,single_head_qktv,64,20,1344,512,64,2.0,0,2603047697,1.5087159965718423e-05,0.007724625902447832,0.9999791567792312,0.000465505787488423,0.006904199461215675,0.9999777509157302,6.595569743694796e-07,0.0003373744627719095,0.9999999670679759,2.8469410608522594e-05,0.00042181083476767014,0.9999999799923186,1.5087127863466776e-05,0.007724608989373275,0.9999791568657683,0.0004655057709896937,0.006904198724374604,0.9999777510310661,1.0012823648648919,0.0012823648648918606,0.00033769317087717354,0.0012823031502193771,0.007724625902447832
single_head_qktv_L512_D64_scale1_R1,validation,single_head_qktv,64,20,1344,512,64,2.0,1,877966725,2.189506491691383e-05,0.011210273237459881,0.9999281823242183,0.0006534607749144552,0.012872154403574556,0.9999169556096109,1.3073598950086307e-06,0.0006690252673701534,0.999999901989535,3.976090738433413e-05,0.0007842072563186823,0.999999863613213,2.189517535811092e-05,0.011210330399216034,0.9999281817442146,0.0006534637504955754,0.012872213593389832,0.9999169547356367,1.0011820527506643,0.0011820527506642975,0.0006693682662444189,0.0011821076877822634,0.012872154403574556
single_head_qktv_L512_D128_scale0_R0,validation,single_head_qktv,64,20,1344,512,128,1.0,0,501213710,1.9586620042004182e-05,0.010028349461506141,0.9999407942599248,0.0006301482083266474,0.009710149630366574,0.9999603258803745,9.265448852602276e-08,4.745414025524166e-05,0.999999993381477,7.85771590017248e-06,0.00012116051276263918,0.9999999933729358,1.9586607237442877e-05,0.01002834332665639,0.9999407941758739,0.0006301467601588229,0.009710127609425004,0.9999603260013751,0.9997304566422827,0.00026954335771733895,4.743909812532365e-05,0.0002695013681659475,0.010028349461506141
single_head_qktv_L512_D128_scale0_R1,validation,single_head_qktv,64,20,1344,512,128,1.0,1,1331666800,1.8968500221515036e-05,0.009711872113415699,0.9999411775460777,0.0006539505479863099,0.01223925308030467,0.9999375975851967,1.1537572390807327e-06,0.0005910726041205469,0.9999999042451796,4.149257802055217e-05,0.0007766887919694033,0.9999999014640849,1.8968490067550192e-05,0.00971186795199125,0.9999411776350086,0.0006539506939589046,0.012239257413449785,0.9999375975657975,1.000000444764737,4.4476473703980446e-07,0.0005907237064093351,5.515830707736313e-07,0.01223925308030467
single_head_qktv_L512_D128_scale1_R0,validation,single_head_qktv,64,20,1344,512,128,2.0,0,2921725724,1.6745962708052423e-05,0.00857393290652284,0.9999598976205744,0.0005228841141334559,0.008537265990900907,0.9999642868061944,4.905731429971638e-07,0.0002512123109811368,0.9999999326955251,2.6533874915912747e-05,0.0004330956555388748,0.9999999380733785,1.674591679545756e-05,0.008573909691571707,0.9999598978198366,0.0005228827740211273,0.008537244623157225,0.9999642870821994,1.0000964765458775,9.647654587752186e-05,0.00025117344921454787,9.651063737692311e-05,0.00857393290652284
single_head_qktv_L512_D128_scale1_R1,validation,single_head_qktv,64,20,1344,512,128,2.0,1,1508566249,2.2428991812646317e-05,0.011483643808074914,0.9999301988769405,0.0007274122460112076,0.013423238580094561,0.9999047566615065,2.987161451528664e-08,1.5298797726857273e-05,0.9999999965692127,4.428329248185037e-06,8.174767665198774e-05,0.9999999963425013,2.2428920615880088e-05,0.011483608070554947,0.9999301992984624,0.0007274095860339003,0.013423189997818365,0.999904757373972,0.9997191209913581,0.00028087900864193216,1.529426663182676e-05,0.00028081672644475475,0.013423238580094561
single_head_qktv_L1024_D64_scale0_R0,validation,single_head_qktv,64,20,1344,1024,64,1.0,0,1795720875,9.850860228609674e-06,0.010087280874096308,0.9999321099354951,0.0005363519781541174,0.013172016189021815,0.9999187082743899,6.487383075182152e-08,6.642732921605876e-05,0.9999999793717402,8.408414032601286e-06,0.0002073429951303643,0.99999998033055,9.85083819937671e-06,0.01008725890089548,0.9999321104373383,0.0005363493573895539,0.013171952523764281,0.999918708987838,1.000118720633509,0.00011872063350892859,6.643080268986523e-05,0.00011877860106324079,0.013172016189021815
single_head_qktv_L1024_D64_scale0_R1,validation,single_head_qktv,64,20,1344,1024,64,1.0,1,1021473975,1.1373896436181851e-05,0.011646869950650214,0.999928970212628,0.0005536840426824177,0.013745809147880407,0.9999186926934762,2.706971713450912e-08,2.77215191230967e-05,0.9999999937229967,4.112320311833173e-06,0.00010204326937396903,0.9999999955059389,1.13738675260322e-05,0.011646837608010724,0.9999289705390002,0.0005536817916436121,0.013745749926170382,0.9999186928425531,0.9999509278786718,4.9072121328208596e-05,2.7719390345737338e-05,4.930726208840497e-05,0.013745809147880407
single_head_qktv_L1024_D64_scale1_R0,validation,single_head_qktv,64,20,1344,1024,64,2.0,0,1062502619,1.0115042837605974e-05,0.010357803865708518,0.9999299822457122,0.0004488706708793964,0.013220448244866696,0.9999162494386326,4.3671263938449556e-08,4.4700288522145224e-05,0.9999999894937313,5.072939529782161e-06,0.00014972836353397388,0.9999999896959565,1.0115015808054295e-05,0.010357775266100495,0.9999299825928208,0.000448867913291906,0.01322036704528867,0.9999162503922585,1.0004716909097624,0.00047169090976240113,4.4719374272972345e-05,0.00047160195754258893,0.013220448244866696
single_head_qktv_L1024_D64_scale1_R1,validation,single_head_qktv,64,20,1344,1024,64,2.0,1,111262501,1.1077987147585634e-05,0.01134385883912769,0.9999192985601053,0.0007310739090511213,0.013191419274133698,0.999908111134701,6.326441521764536e-07,0.0006478497090362049,0.9999998753838304,4.656864621210843e-05,0.0008424622107289936,0.9999998579262646,1.107795888266594e-05,0.011343831230910336,0.9999192989877714,0.0007310670334845781,0.013191297605465693,0.9999081119506327,1.0006137190721347,0.0006137190721346997,0.0006478276118286885,0.0006138367625680985,0.013191419274133698
single_head_qktv_L1024_D128_scale0_R0,validation,single_head_qktv,64,20,1344,1024,128,1.0,0,452276187,8.26219778890518e-06,0.008460490535838904,0.999961436372046,0.0003593216975737812,0.008716507569476561,0.9999634063594972,5.974466077418583e-07,0.0006117732681753836,0.9999999395444832,3.058280435652705e-05,0.0007429797926383132,0.9999999491169482,8.262197788155845e-06,0.00846049127127659,0.9999614364984165,0.0003593214923967025,0.008716503269326966,0.9999634063649568,1.0006314954916888,0.0006314954916888382,0.0006117853263276629,0.0006315825085039251,0.008716507569476561
single_head_qktv_L1024_D128_scale0_R1,validation,single_head_qktv,64,20,1344,1024,128,1.0,1,2948029771,1.3249642994840467e-05,0.013567634426716638,0.9998721016244907,0.0006416739019406907,0.015460291783084548,0.9998843921982825,1.8389499700788292e-08,1.8820958961856635e-05,0.9999999957539528,3.632587322499603e-06,8.763956836737486e-05,0.9999999962194266,1.3249647880186899e-05,0.013567641597618463,0.9998721019090633,0.0006416739433916518,0.01546029520674202,0.9998843919780777,1.0005442414694699,0.0005442414694698527,1.883084769360721e-05,0.0005444012840598589,0.015460291783084548
single_head_qktv_L1024_D128_scale1_R0,validation,single_head_qktv,64,20,1344,1024,128,2.0,0,2935119894,1.0372740459664288e-05,0.010621686230696231,0.9999270858803977,0.0005317613527453422,0.012366451275056162,0.9999244435725175,5.068892514614731e-07,0.0005190997240945846,0.9999999774923365,2.341912386327749e-05,0.0005445308250967072,0.9999999778479209,1.0372718535656134e-05,0.010621663281236194,0.9999270861981971,0.0005317606310200063,0.012366433738382008,0.9999244436664912,1.0004321144624555,0.0004321144624555018,0.0005190545934965485,0.00043206745704083005,0.012366451275056162
single_head_qktv_L1024_D128_scale1_R1,validation,single_head_qktv,64,20,1344,1024,128,2.0,1,1696498005,9.907145690881041e-06,0.010144917187462186,0.9999317682219482,0.00041705480500961055,0.012085604789869317,0.9999324471435854,8.223712271160366e-07,0.0008425942823842681,0.9999999595265241,2.943167055491358e-05,0.0008532072633964719,0.9999999599765759,9.907176313106447e-06,0.010144950714390333,0.999931767830969,0.00041705516287038336,0.012085617699583651,0.9999324466940122,1.0002651450267876,0.00026514502678764984,0.0008421081365668215,0.00026535890356171876,0.012085604789869317
random_scores_L128_D64_scale0_R0,final_test,random_scores,64,20,1344,128,64,1.0,0,624292938,5.941718989155137e-05,0.007605400306118577,0.9999721869638599,0.0008343650770099621,0.007101482947239879,0.9999784138959065,1.5556433936581016e-06,0.0001990766735859032,0.9999999426944077,4.2068641050718725e-05,0.00035750540398633504,0.999999969621421,5.941720428381814e-05,0.007605401797494797,0.9999721868763959,0.0008343726294697262,0.007101547049382624,0.9999784135437075,1.000428585713962,0.000428585713962093,0.000199122354388237,0.00042853958439081907,0.007605400306118577
random_scores_L128_D64_scale0_R1,final_test,random_scores,64,20,1344,128,64,1.0,1,217281306,6.760226529894394e-05,0.008653089958264824,0.9999565365114151,0.0008601543232847087,0.007328783045680811,0.999971692081467,1.3451199265546165e-07,1.7216344090686807e-05,0.9999999979955647,4.788031219504774e-06,4.089141946257206e-05,0.999999999099947,6.760227188351564e-05,0.008653090864049525,0.9999565364733332,0.0008601550362072885,0.007328789489447469,0.9999716919275754,1.0000863941968419,8.639419684186578e-05,1.7217535059899092e-05,8.640147279947996e-05,0.008653089958264824
random_scores_L128_D64_scale1_R0,final_test,random_scores,64,20,1344,128,64,2.0,0,3359465834,4.4199452886191414e-05,0.005657529969432501,0.99999691086026,0.0013242038053057185,0.0032561139635812427,0.9999965467076462,9.719542504171841e-09,1.2446131057811286e-06,0.9999999999985606,5.915571819059551e-07,1.4579605472087519e-06,0.9999999999989144,4.4199473933304034e-05,0.005657532340737427,0.9999969108497753,0.0013242292479844764,0.003256176201874859,0.9999965466409153,0.9995901402453455,0.00040985975465446245,1.2441014405339956e-06,0.00040991679816215765,0.005657529969432501
random_scores_L128_D64_scale1_R1,final_test,random_scores,64,20,1344,128,64,2.0,1,2174172786,2.606991530514599e-05,0.0033369491590586856,0.9999996772930035,0.000530123607054943,0.0007542723832472084,0.9999997051107594,3.8273122342502575e-06,0.000490138889340319,0.9999999998270901,0.00036726397229358554,0.0005227075718325033,0.9999999998599352,2.6069846029486143e-05,0.003336940228492912,0.9999996772958294,0.0005301222554408014,0.0007542704395855228,0.99999970510077,0.9999942744971122,5.725502887798939e-06,0.000489895965984033,5.744466761825606e-06,0.0033369491590586856
random_scores_L128_D128_scale0_R0,final_test,random_scores,64,20,1344,128,128,1.0,0,1909645211,6.304978274490361e-05,0.008070372191347663,0.9999660736006251,0.0007942674529460103,0.007542517205801846,0.9999688114609769,3.21342668030411e-07,4.112370520276433e-05,0.999999984426766,2.021146792685613e-05,0.00019188892393949073,0.9999999817677118,6.304975704551907e-05,0.00807036956136574,0.9999660735200947,0.0007942679912957828,0.00754252304576522,0.9999688113322623,1.0002394677139819,0.00023946771398186684,4.113186150789261e-05,0.00023954943753778934,0.008070372191347663
random_scores_L128_D128_scale0_R1,final_test,random_scores,64,20,1344,128,128,1.0,1,3255692506,6.00474852740525e-05,0.0076860781150787216,0.9999611860907625,0.0008027798223780537,0.008892985777912655,0.9999570492293954,3.7957534004817717e-07,4.8601997209974546e-05,0.9999999611666291,3.1169867725111544e-05,0.00034502152824908346,0.9999999428156395,6.004739611853438e-05,0.007686066550836802,0.9999611862060599,0.0008027786097954959,0.008892972035138039,0.9999570493250018,0.9997121039195918,0.0002878960804082453,4.858564352616668e-05,0.00028791590011678636,0.008892985777912655
random_scores_L128_D128_scale1_R0,final_test,random_scores,64,20,1344,128,128,2.0,0,2019810081,5.2959617089718374e-05,0.006778830987483953,0.9999804221962312,0.0010288198866313827,0.007029968619509329,0.9999790510531796,2.954253659481765e-07,3.7802074851496984e-05,0.9999999943440459,1.8829690816346556e-05,0.00012875891178388294,0.9999999927763662,5.2959502752969456e-05,0.006778816318766888,0.9999804222041888,0.001028829654387664,0.007030035080702228,0.9999790506692819,1.0003650978014775,0.0003650978014775319,3.781444684136659e-05,0.00036509284291241784,0.007029968619509329
random_scores_L128_D128_scale1_R1,final_test,random_scores,64,20,1344,128,128,2.0,1,2978631166,4.6890260704188184e-05,0.0060019533701360876,0.9999916883268585,0.0011359177690363435,0.00428309153020076,0.9999925562782879,3.560944605851546e-08,4.556762538846998e-06,0.9999999999400755,2.5039917090907693e-06,9.461666218994105e-06,0.9999999999555534,4.6890135401156385e-05,0.006001937808151762,0.9999916883213582,0.0011359095442458056,0.0042830606705928816,0.9999925562488673,1.000278119914583,0.0002781199145829305,4.558009095489979e-06,0.00027819935621664627,0.0060019533701360876
random_scores_L256_D64_scale0_R0,final_test,random_scores,64,20,1344,256,64,1.0,0,2367557448,4.357544554191787e-05,0.011155314058730974,0.999916172123351,0.0010606285611641252,0.014779728779339573,0.9998867213657626,4.527782948571257e-08,1.1588961097975681e-05,0.9999999966944926,6.349670002236962e-06,8.840915714975053e-05,0.9999999959489317,4.357549897804347e-05,0.0111553276409803,0.9999161718467429,0.0010606292635202408,0.0147797394329029,0.9998867206042601,1.000198255860596,0.0001982558605959639,1.1591124348342419e-05,0.00019824712944682688,0.014779728779339573
random_scores_L256_D64_scale0_R1,final_test,random_scores,64,20,1344,256,64,1.0,1,1674591988,2.709365500392119e-05,0.006935975681003825,0.9999704696073923,0.0005411803283413457,0.00799779504993062,0.9999714257240917,4.761250238516368e-08,1.219352167419153e-05,0.9999999977773699,5.250676622381434e-06,7.753444019913869e-05,0.9999999971026938,2.7093631103980442e-05,0.006935969654063062,0.9999704697377948,0.0005411826787167229,0.007997830094966471,0.9999714257083755,0.9996250107797096,0.0003749892202904448,1.2188800610601902e-05,0.0003749760362552479,0.00799779504993062
random_scores_L256_D64_scale1_R0,final_test,random_scores,64,20,1344,256,64,2.0,0,441878354,1.8116568729570868e-05,0.004637841594770142,0.9999992806337015,0.0007545062290983215,0.0015756914287045622,0.9999990710353361,4.0017994251684286e-08,1.0245515364764701e-05,0.9999999999611138,4.54957626061514e-06,9.494091626042756e-06,0.9999999999610346,1.811650278593646e-05,0.004637824703849312,0.9999992806362804,0.0007545078260591254,0.0015756946999754913,0.9999990709920307,0.9999215388361335,7.846116386645008e-05,1.0244606528431177e-05,7.846317998883023e-05,0.004637841594770142
random_scores_L256_D64_scale1_R1,final_test,random_scores,64,20,1344,256,64,2.0,1,3504234577,2.7375347222032195e-05,0.007008088888840242,0.9999894276204677,0.0009478592449769447,0.005297093765653874,0.99998899539076,5.401546303573923e-07,0.0001383151321069206,0.9999999336099463,7.245314191095531e-05,0.0004040519100727023,0.9999999195307562,2.7375346706826065e-05,0.007008088655955896,0.9999894276638388,0.0009478506108280271,0.005297045123344111,0.9999889955801289,0.9998812814183111,0.00011871858168888139,0.00013827958537149243,0.0001187329924050573,0.007008088888840242
random_scores_L256_D128_scale0_R0,final_test,random_scores,64,20,1344,256,128,1.0,0,1871249097,3.158283734327078e-05,0.00808520635987732,0.9999663861095113,0.0006356011940758417,0.008656901101973905,0.9999642195832545,9.156133273791056e-08,2.344627635704779e-05,0.9999999948981905,7.870552508393303e-06,0.00010738387131098469,0.9999999943624788,3.158278883574894e-05,0.00808519340556236,0.9999663862278979,0.0006356002668326255,0.008656888335542207,0.9999642196787373,0.9997430038638413,0.00025699613615870476,2.3439701180905104e-05,0.0002570624783402309,0.008656901101973905
random_scores_L256_D128_scale0_R1,final_test,random_scores,64,20,1344,256,128,1.0,1,4090941081,3.971032745912389e-05,0.010165843829535715,0.9999538837797465,0.0009580971037716831,0.010804926884483203,0.9999472318367855,7.509925126214512e-08,1.9217591448980262e-05,0.9999999979605547,6.108180969022214e-06,6.895647599557352e-05,0.9999999978128034,3.971045018147379e-05,0.010165874879361676,0.9999538835742018,0.0009580995429132599,0.010804954260810922,0.9999472315491406,1.0004259815905243,0.00042598159052431583,1.922540832310915e-05,0.00042594547994667664,0.010804926884483203
random_scores_L256_D128_scale1_R0,final_test,random_scores,64,20,1344,256,128,2.0,0,3217101173,4.7645132998566406e-05,0.012197154047633,0.999966046419863,0.002117498804105007,0.010244204732661456,0.9999747279909332,1.8951189417748537e-07,4.851245704929126e-05,0.999999998004615,1.1870193702634424e-05,5.784399278064485e-05,0.9999999985343577,4.764548368640931e-05,0.012197244043202294,0.9999660457187759,0.0021175205329200253,0.010244309141123458,0.9999747273807268,1.0001018592847686,0.00010185928476857953,4.8515044909436256e-05,0.0001018772791212541,0.012197154047633
random_scores_L256_D128_scale1_R1,final_test,random_scores,64,20,1344,256,128,2.0,1,3837859703,2.4496640633149496e-05,0.006271140002086272,0.9999878321101752,0.000968274161552921,0.005047438927496948,0.9999891690732312,1.8054832118252762e-06,0.00046219876416954593,0.9999999902864088,0.00010550895967753604,0.000551385939081423,0.9999999907884889,2.449653744029945e-05,0.006271114349008836,0.9999878325420685,0.000968261701927986,0.005047374477875355,0.9999891691529533,1.0004728875424007,0.00047288754240071285,0.0004622037022272707,0.0004730094174192345,0.006271140002086272
random_scores_L512_D64_scale0_R0,final_test,random_scores,64,20,1344,512,64,1.0,0,704213214,2.3025876611099557e-05,0.011789248824882973,0.9999059081505207,0.000815154556574855,0.01419403310510094,0.9999141850622217,8.277156879898939e-07,0.0004238913775264033,0.9999999573433102,2.4988214136101305e-05,0.00043423691383887996,0.9999999583202921,2.302577869528477e-05,0.011789200156811938,0.9999059089565275,0.0008151523579726927,0.014193996245655587,0.9999141858218906,1.0001856509443314,0.00018565094433142804,0.0004237904322508257,0.00018577519585960545,0.01419403310510094
random_scores_L512_D64_scale0_R1,final_test,random_scores,64,20,1344,512,64,1.0,1,1267423294,1.7514838063679454e-05,0.00896759708860388,0.9999607789689252,0.0005519066897449788,0.009607971208666558,0.9999565207240217,1.1195762965598988e-06,0.0005732977611305119,0.9999999573929073,3.7168374547036365e-05,0.0006488156406086605,0.9999999575924263,1.7514840664034637e-05,0.008967599491551565,0.9999607791748377,0.0005519068836292718,0.009607975534323535,0.9999565205874908,1.0004429290056578,0.00044292900565778837,0.0005732230638386682,0.0004430484987096861,0.009607971208666558
random_scores_L512_D64_scale1_R0,final_test,random_scores,64,20,1344,512,64,2.0,0,3565306119,1.5538883434746038e-05,0.007955908318589971,0.9999886839813292,0.0010114547870454776,0.005823233770339134,0.9999871215401738,2.071365976519246e-07,0.00010600600875588058,0.9999999948981465,1.824882929213345e-05,0.00010475758784694387,0.9999999946888807,1.5538831830363975e-05,0.00795588139980682,0.999988683981895,0.0010114482502103783,0.0058231958676359195,0.9999871214985929,1.0005581909674675,0.0005581909674674534,0.0001060539379977854,0.0005581284552818033,0.007955908318589971
random_scores_L512_D64_scale1_R1,final_test,random_scores,64,20,1344,512,64,2.0,1,771629024,2.3167054800325627e-05,0.011861532057766721,0.9999146997958532,0.001631634738449076,0.009715861131373993,0.9999498406040859,6.5747514099712134e-09,3.3666585563551375e-06,0.9999999998626453,2.1999076125212014e-06,1.3164706832984432e-05,0.9999999998984632,2.3167119475919762e-05,0.011861563842147423,0.9999146999592405,0.0016316433029714972,0.00971591083950159,0.9999498404364845,0.9998887617045966,0.00011123829540338193,3.3662727219052613e-06,0.00011135038209886261,0.011861532057766721
random_scores_L512_D128_scale0_R0,final_test,random_scores,64,20,1344,512,128,1.0,0,1715525944,1.890107604169769e-05,0.009677350933349217,0.9999475470427213,0.0007029927182322618,0.01116240351545924,0.9999429360527959,2.0600121786173986e-07,0.00010555901069163724,0.9999999757598228,1.5655154129490256e-05,0.0002492036858973439,0.9999999675996539,1.8901007827309968e-05,0.00967731675162363,0.99994754725117,0.0007029909756965935,0.011162376840138804,0.9999429360170005,0.999287094866304,0.0007129051336960401,0.00010547262354521081,0.0007128282486519311,0.01116240351545924
random_scores_L512_D128_scale0_R1,final_test,random_scores,64,20,1344,512,128,1.0,1,1529591353,2.2982579943462988e-05,0.01176708093105305,0.9999232194451076,0.0007974445637868936,0.01266710280394009,0.9999216158313197,5.784903578387457e-08,2.9605245391322983e-05,0.9999999920585853,7.07131766830571e-06,0.00011219654833617552,0.9999999939101547,2.2982551236339077e-05,0.011767065049783277,0.9999232193866625,0.0007974431282491423,0.012667078688962205,0.9999216158824334,1.0004842992821068,0.00048429928210680373,2.961870632134378e-05,0.0004841987283725757,0.01266710280394009
random_scores_L512_D128_scale1_R0,final_test,random_scores,64,20,1344,512,128,2.0,0,3721455576,1.7962449166773442e-05,0.009196773973388004,0.9999518632181215,0.0010636157995718436,0.008517009106103753,0.9999659688502166,7.266351715884412e-07,0.0003722235783709565,0.9999999547037022,5.880658864043653e-05,0.00047113147011007127,0.9999999547063928,1.796241587759262e-05,0.009196758170204355,0.9999518637507302,0.0010636136721586809,0.008516993116280907,0.9999659690145695,0.9998713421189223,0.00012865788107774279,0.00037203720785328187,0.00012852295560605853,0.009196773973388004
random_scores_L512_D128_scale1_R1,final_test,random_scores,64,20,1344,512,128,2.0,1,4089477858,1.7901845761957515e-05,0.009165745030122248,0.9999605034024056,0.0008589219782690909,0.008806457372750726,0.9999623449129663,1.0989901655378276e-06,0.0005624260749813714,0.9999998292088526,6.962490806472488e-05,0.0007135219570348841,0.9999998236932363,1.790189002692788e-05,0.009165768064333505,0.9999605030380466,0.0008589266362832859,0.008806505393766777,0.999962344614901,1.0010194359238085,0.0010194359238084871,0.0005626829647553677,0.0010194763510185112,0.009165745030122248
