workload,sequence_length,head_dimension,seed,model,model_role,lut_entries,lut_q_bits,lut_input_scale,lut_output_scale,probability_mae,probability_stable_relative_error,probability_cosine_similarity,output_mae,output_stable_relative_error,output_cosine_similarity,probability_sum,probability_sum_error,tile_size,tile_count,merge_count,tile_lengths,final_m,final_l,reciprocal_overflow_count,reciprocal_unsupported_count,ab_probability_mae,ab_probability_stable_relative_error,ab_probability_cosine_similarity,ab_output_mae,ab_output_stable_relative_error,ab_output_cosine_similarity,ab_probability_sum_error,optimized_vs_fp32_probability_mae,optimized_vs_fp32_probability_stable_relative_error,optimized_vs_fp32_probability_cosine_similarity,optimized_vs_fp32_output_mae,optimized_vs_fp32_output_stable_relative_error,optimized_vs_fp32_output_cosine_similarity,optimized_vs_fp32_probability_sum_error
random_scores,512,128,579359386,fp32,primary,NA,NA,NA,NA,1.7312778384611092e-10,8.864142532920879e-08,0.9999999999999959,1.0755560710090284e-08,1.7990035036144247e-07,0.9999999999999832,1.0000000098953024,9.89530235528946e-09,32,16,15,"[2.6378469467163086, 6.865041732788086, 7.007930755615234, 6.850562572479248, 4.6536865234375, 8.242754936218262, 8.725038528442383, 10.165277481079102, 4.640539169311523, 10.234612464904785, 7.128459930419922, 8.309595108032227, 8.594202041625977, 6.912184715270996, 4.3228044509887695, 7.9917120933532715]",3.3762264251708984,28.99759864807129,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,512,128,579359386,fp16,primary,NA,NA,NA,NA,1.3914272408289287e-06,0.0007124107473044115,0.9999996688376109,8.725134524193264e-05,0.0014593890547989013,0.9999988079448456,1.000102937221527,0.00010293722152709961,32,16,15,"[2.63671875, 6.8671875, 7.015625, 6.8515625, 4.65625, 8.2578125, 8.71875, 10.1640625, 4.640625, 10.234375, 7.1328125, 8.3125, 8.59375, 6.91796875, 4.31640625, 8.0]",3.376953125,28.984375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,512,128,579359386,mixed,primary,256,14,32.0,16384,1.9342112999065385e-05,0.009903161855521477,0.9999484668290403,0.0005497416274014473,0.009195123717260832,0.999956809343617,1.0001459351260564,0.000145935126056429,32,16,15,"[2.64013671875, 6.8612060546875, 6.9954833984375, 6.83880615234375, 4.65972900390625, 8.251953125, 8.73553466796875, 10.171630859375, 4.640380859375, 10.22735595703125, 7.13128662109375, 8.3135986328125, 8.58160400390625, 6.9228515625, 4.30987548828125, 7.9801025390625]",3.376953125,28.966068267822266,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,512,128,579359386,mixed_exact_exp,diagnostic,256,14,32.0,16384,1.1404601188423108e-06,0.0005839155808472631,0.999999759524788,4.529679415801757e-05,0.0007576461477859203,0.9999997384473306,1.0000578610925004,5.786109250038862e-05,32,16,15,"[2.6366803646087646, 6.863064289093018, 7.010796546936035, 6.853205680847168, 4.653302192687988, 8.244729042053223, 8.7249755859375, 10.168681144714355, 4.641410827636719, 10.234204292297363, 7.12864875793457, 8.306636810302734, 8.596400260925293, 6.912847995758057, 4.319734573364258, 7.995359897613525]",3.376953125,28.976890563964844,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,512,128,579359386,mixed_rtl_exact,diagnostic,256,14,32.0,16384,1.9342112999065385e-05,0.009903161855521477,0.9999484668290403,0.0005497416274014473,0.009195123717260832,0.999956809343617,1.0001459351260564,0.000145935126056429,32,16,15,"[2.64013671875, 6.8612060546875, 6.9954833984375, 6.83880615234375, 4.65972900390625, 8.251953125, 8.73553466796875, 10.171630859375, 4.640380859375, 10.22735595703125, 7.13128662109375, 8.3135986328125, 8.58160400390625, 6.9228515625, 4.30987548828125, 7.9801025390625]",3.376953125,28.96605682373047,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,512,128,579359386,mixed_rtl_reciprocal,diagnostic,256,14,32.0,16384,1.9326562769914238e-05,0.00989520013819609,0.9999487574831548,0.0005478396447873752,0.009163310653500062,0.999957195591093,1.0001517149721622,0.00015171497216215357,32,16,15,"[2.64013671875, 6.8612060546875, 6.9954833984375, 6.83880615234375, 4.65972900390625, 8.251953125, 8.73553466796875, 10.171630859375, 4.640380859375, 10.22735595703125, 7.13128662109375, 8.3135986328125, 8.58160400390625, 6.9228515625, 4.30987548828125, 7.9801025390625]",3.376953125,28.96605682373047,0,0,6.578568445547717e-08,3.3677355732050306e-05,0.9999999813104832,1.1473490303615108e-05,0.00019223386807663777,0.9999999817366902,5.779846105724573e-06,1.9326564924426748e-05,0.009895201143390488,0.9999487574585981,0.0005478397961269366,0.009163312706550991,0.9999571957286536,0.00015170507685979828
random_scores,1024,64,3709552661,fp32,primary,NA,NA,NA,NA,1.174538803844882e-10,1.202727735137159e-07,0.9999999999999916,7.963626659625794e-09,1.8183040795242158e-07,0.9999999999999829,1.000000030708179,3.070817911066115e-08,32,32,31,"[7.216175079345703, 5.787357330322266, 3.6773359775543213, 5.295131683349609, 3.781944513320923, 3.1735622882843018, 7.622137069702148, 9.288195610046387, 6.949194431304932, 8.895180702209473, 4.924047470092773, 11.09589958190918, 10.848454475402832, 6.624293804168701, 3.6166110038757324, 3.9584362506866455, 5.9719696044921875, 5.19589376449585, 4.843528747558594, 2.607356071472168, 8.7509126663208, 4.993508338928223, 5.243253231048584, 1.961862325668335, 7.855454921722412, 5.923482894897461, 5.635227680206299, 8.545511245727539, 8.913230895996094, 6.756505966186523, 6.364317417144775, 7.764787673950195]",3.965156316757202,32.817665100097656,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,1024,64,3709552661,fp16,primary,NA,NA,NA,NA,1.0572932885930188e-06,0.0010826683275192513,0.999999645019618,6.587361228918891e-05,0.0015040667158052966,0.9999990788163301,0.9992121458053589,0.0007878541946411133,32,32,31,"[7.21875, 5.79296875, 3.67578125, 5.30078125, 3.78125, 3.173828125, 7.62890625, 9.28125, 6.94140625, 8.8984375, 4.92578125, 11.1015625, 10.84375, 6.62890625, 3.626953125, 3.958984375, 5.9609375, 5.1875, 4.84375, 2.607421875, 8.7578125, 4.98828125, 5.2421875, 1.9619140625, 7.85546875, 5.92578125, 5.62890625, 8.546875, 8.9140625, 6.75390625, 6.375, 7.76171875]",3.96484375,32.84375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,1024,64,3709552661,mixed,primary,256,14,32.0,16384,1.0202627941706821e-05,0.010447491012307785,0.9999517467658171,0.00042154332422424416,0.009624935709494442,0.9999516876109857,1.0000680551038386,6.805510383856017e-05,32,32,31,"[7.2220458984375, 5.80523681640625, 3.68267822265625, 5.29132080078125, 3.7823486328125, 3.17620849609375, 7.6226806640625, 9.276123046875, 6.94927978515625, 8.92303466796875, 4.93145751953125, 11.11407470703125, 10.87823486328125, 6.64031982421875, 3.6268310546875, 3.955810546875, 5.97784423828125, 5.1990966796875, 4.8382568359375, 2.604736328125, 8.76141357421875, 4.9910888671875, 5.24847412109375, 1.963623046875, 7.84356689453125, 5.92755126953125, 5.62542724609375, 8.52587890625, 8.890869140625, 6.75054931640625, 6.39208984375, 7.76934814453125]",3.96484375,32.88688659667969,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,1024,64,3709552661,mixed_exact_exp,diagnostic,256,14,32.0,16384,8.66585585418168e-07,0.000887383639468204,0.9999997717682038,3.2297252250807854e-05,0.0007374306711639103,0.9999998444671471,1.0007610446009494,0.0007610446009493899,32,32,31,"[7.214601993560791, 5.791831016540527, 3.6756341457366943, 5.296152114868164, 3.7818682193756104, 3.1743204593658447, 7.622382640838623, 9.289552688598633, 6.951984882354736, 8.89494800567627, 4.926138401031494, 11.095982551574707, 10.849203109741211, 6.626710414886475, 3.6192169189453125, 3.957488775253296, 5.967103481292725, 5.194676876068115, 4.842547416687012, 2.607196807861328, 8.749664306640625, 4.992305755615234, 5.241506099700928, 1.9621901512145996, 7.854219436645508, 5.9198737144470215, 5.634158134460449, 8.546010971069336, 8.913854598999023, 6.759078502655029, 6.369052410125732, 7.766336441040039]",3.96484375,32.826904296875,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
random_scores,1024,64,3709552661,mixed_rtl_exact,diagnostic,256,14,32.0,16384,1.0202627941706821e-05,0.010447491012307785,0.9999517467658171,0.00042154332422424416,0.009624935709494442,0.9999516876109857,1.0000680551038386,6.805510383856017e-05,32,32,31,"[7.2220458984375, 5.80523681640625, 3.68267822265625, 5.29132080078125, 3.7823486328125, 3.17620849609375, 7.6226806640625, 9.276123046875, 6.94927978515625, 8.92303466796875, 4.93145751953125, 11.11407470703125, 10.87823486328125, 6.64031982421875, 3.6268310546875, 3.955810546875, 5.97784423828125, 5.1990966796875, 4.8382568359375, 2.604736328125, 8.76141357421875, 4.9910888671875, 5.24847412109375, 1.963623046875, 7.84356689453125, 5.92755126953125, 5.62542724609375, 8.52587890625, 8.890869140625, 6.75054931640625, 6.39208984375, 7.76934814453125]",3.96484375,32.88686752319336,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
