case_id,split,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,probability_stable_relative_error,output_stable_relative_error,case_worst_error,probability_sum_error
random_scores_L512_D128_scale1_R0,validation,128,10,2048,512,128,2.0,0,1623223912,0.02183269349928406,0.016231557347071934,0.02183269349928406,0.00014642468340753112
random_scores_L512_D128_scale1_R1,validation,128,10,2048,512,128,2.0,1,2972957234,0.01784561380976074,0.015452998838667176,0.01784561380976074,0.0006654623464328324
random_scores_L1024_D64_scale0_R0,validation,128,10,2048,1024,64,1.0,0,2428269790,0.019652430567748423,0.02576477460334202,0.02576477460334202,0.00029796393209835514
random_scores_L1024_D64_scale0_R1,validation,128,10,2048,1024,64,1.0,1,2465942083,0.022219519540628056,0.022354366301663087,0.022354366301663087,0.0003934844662580872
random_scores_L1024_D64_scale1_R0,validation,128,10,2048,1024,64,2.0,0,2646275298,0.02618601189587417,0.022544235117366876,0.02618601189587417,0.0005021900540214119
random_scores_L1024_D64_scale1_R1,validation,128,10,2048,1024,64,2.0,1,2127805685,0.025514915871723907,0.020063041651234608,0.025514915871723907,0.0009610902573058411
random_scores_L1024_D128_scale0_R0,validation,128,10,2048,1024,128,1.0,0,1618877226,0.019781791728463484,0.019717543622585217,0.019781791728463484,0.0005929856597504113
random_scores_L1024_D128_scale0_R1,validation,128,10,2048,1024,128,1.0,1,3199744503,0.019884814313764664,0.02213132870520316,0.02213132870520316,0.00014403838758880738
random_scores_L1024_D128_scale1_R0,validation,128,10,2048,1024,128,2.0,0,3012212165,0.017130702980486044,0.012388204788638793,0.017130702980486044,5.49589681213547e-05
random_scores_L1024_D128_scale1_R1,validation,128,10,2048,1024,128,2.0,1,3940770873,0.028122690098528125,0.031507467371814334,0.031507467371814334,0.00030908608550817007
random_scores_L128_D64_scale0_R0,final_test,128,10,2048,128,64,1.0,0,624292938,0.019717315309542252,0.01990258742401558,0.01990258742401558,0.0002763065858744085
random_scores_L128_D64_scale0_R1,final_test,128,10,2048,128,64,1.0,1,217281306,0.01966168930445799,0.020922224619463543,0.020922224619463543,0.001024972356390208
random_scores_L128_D64_scale1_R0,final_test,128,10,2048,128,64,2.0,0,3359465834,0.017809214398862246,0.012618107960916456,0.017809214398862246,0.00011566573812160641
random_scores_L128_D64_scale1_R1,final_test,128,10,2048,128,64,2.0,1,2174172786,0.008637839311058083,0.001834467128295252,0.008637839311058083,0.00030704468008480035
random_scores_L128_D128_scale0_R0,final_test,128,10,2048,128,128,1.0,0,1909645211,0.016510805135016945,0.01647387783321566,0.016510805135016945,0.0006034852704033256
random_scores_L128_D128_scale0_R1,final_test,128,10,2048,128,128,1.0,1,3255692506,0.013677204379943951,0.016787113416060196,0.016787113416060196,0.0004765463818330318
random_scores_L128_D128_scale1_R0,final_test,128,10,2048,128,128,2.0,0,2019810081,0.017302032282324936,0.018036680708855998,0.018036680708855998,3.322692646179348e-05
random_scores_L128_D128_scale1_R1,final_test,128,10,2048,128,128,2.0,1,2978631166,0.018165043625538183,0.01618374415627215,0.018165043625538183,0.0005309984480845742
random_scores_L256_D64_scale0_R0,final_test,128,10,2048,256,64,1.0,0,2367557448,0.01789249783893836,0.02137816322958757,0.02137816322958757,0.0005816067714476958
random_scores_L256_D64_scale0_R1,final_test,128,10,2048,256,64,1.0,1,1674591988,0.01784012727725031,0.023686391397674873,0.023686391397674873,0.0003237383280065842
random_scores_L256_D64_scale1_R0,final_test,128,10,2048,256,64,2.0,0,441878354,0.012623048548475683,0.004823947132539322,0.012623048548475683,6.776511872885749e-05
random_scores_L256_D64_scale1_R1,final_test,128,10,2048,256,64,2.0,1,3504234577,0.01812569891563966,0.013992760328747479,0.01812569891563966,2.6124665964744054e-05
random_scores_L256_D128_scale0_R0,final_test,128,10,2048,256,128,1.0,0,1871249097,0.01895118346369286,0.02096886728314202,0.02096886728314202,0.0001329901278950274
random_scores_L256_D128_scale0_R1,final_test,128,10,2048,256,128,1.0,1,4090941081,0.023120220605982178,0.023653077910766134,0.023653077910766134,0.00010334429680369794
random_scores_L256_D128_scale1_R0,final_test,128,10,2048,256,128,2.0,0,3217101173,0.019512842443451254,0.014113131630392569,0.019512842443451254,3.145512528135441e-05
random_scores_L256_D128_scale1_R1,final_test,128,10,2048,256,128,2.0,1,3837859703,0.01384054473985311,0.011277239577645839,0.01384054473985311,0.000174304304891848
random_scores_L512_D64_scale0_R0,final_test,128,10,2048,512,64,1.0,0,704213214,0.02510554238620949,0.02677493995829982,0.02677493995829982,0.00028386871781549416
random_scores_L512_D64_scale0_R1,final_test,128,10,2048,512,64,1.0,1,1267423294,0.01815976805796449,0.021791703330387723,0.021791703330387723,0.00014001853560330346
random_scores_L512_D64_scale1_R0,final_test,128,10,2048,512,64,2.0,0,3565306119,0.021841601900739596,0.01902790745513117,0.021841601900739596,0.0002962630082947726
random_scores_L512_D64_scale1_R1,final_test,128,10,2048,512,64,2.0,1,771629024,0.01348392911988923,0.005485798954895447,0.01348392911988923,0.0006094243094594276
random_scores_L512_D128_scale0_R0,final_test,128,10,2048,512,128,1.0,0,1715525944,0.02105007747958655,0.02364237575900378,0.02364237575900378,0.0008721417580090929
random_scores_L512_D128_scale0_R1,final_test,128,10,2048,512,128,1.0,1,1529591353,0.021085256454730462,0.02243775212167909,0.02243775212167909,0.0006000007088005077
random_scores_L512_D128_scale1_R0,final_test,128,10,2048,512,128,2.0,0,3721455576,0.019983974329417797,0.01734937369667356,0.019983974329417797,0.0006495599577647226
random_scores_L512_D128_scale1_R1,final_test,128,10,2048,512,128,2.0,1,4089477858,0.023235498970670693,0.021815054359701252,0.023235498970670693,0.0001637967984606803
random_scores_L1024_D64_scale0_R0,final_test,128,10,2048,1024,64,1.0,0,3209714255,0.019726318575623174,0.022223535100534847,0.022223535100534847,0.000738345246645622
random_scores_L1024_D64_scale0_R1,final_test,128,10,2048,1024,64,1.0,1,139766981,0.022528560672452964,0.027234825412445617,0.027234825412445617,0.0002877058632293483
random_scores_L1024_D64_scale1_R0,final_test,128,10,2048,1024,64,2.0,0,1668092918,0.01908921553179774,0.011709312595325195,0.01908921553179774,0.00038742101241950877
random_scores_L1024_D64_scale1_R1,final_test,128,10,2048,1024,64,2.0,1,2370976415,0.019799856046155324,0.02025532290423673,0.02025532290423673,0.0006075025669360912
random_scores_L1024_D128_scale0_R0,final_test,128,10,2048,1024,128,1.0,0,2619846946,0.018742882318896655,0.017096891260589924,0.018742882318896655,0.0001760726299835369
random_scores_L1024_D128_scale0_R1,final_test,128,10,2048,1024,128,1.0,1,100676919,0.020987377787111572,0.028697225295399933,0.028697225295399933,9.277701610699296e-05
random_scores_L1024_D128_scale1_R0,final_test,128,10,2048,1024,128,2.0,0,3901754262,0.021922817306648027,0.013394774632780585,0.021922817306648027,0.0018166471895710856
random_scores_L1024_D128_scale1_R1,final_test,128,10,2048,1024,128,2.0,1,3348629160,0.018564188341689006,0.016779478539961472,0.018564188341689006,0.0002574544769231579
random_scores_L128_D64_scale0_R0,calibration,128,12,2048,128,64,1.0,0,685338081,0.015101860086839584,0.015051769299359887,0.015101860086839584,6.993277929723263e-05
random_scores_L128_D64_scale0_R1,calibration,128,12,2048,128,64,1.0,1,663847107,0.01835317716020221,0.028964652546441018,0.028964652546441018,0.000294696306809783
random_scores_L128_D64_scale1_R0,calibration,128,12,2048,128,64,2.0,0,3773109054,0.015374653892768084,0.01662199144209533,0.01662199144209533,0.00024201691485359333
random_scores_L128_D64_scale1_R1,calibration,128,12,2048,128,64,2.0,1,595832534,0.017491847059665763,0.020652329309088672,0.020652329309088672,0.00013863500134903006
random_scores_L128_D128_scale0_R0,calibration,128,12,2048,128,128,1.0,0,3390620030,0.016757398612188768,0.021789390096016485,0.021789390096016485,0.00019212387269362807
random_scores_L128_D128_scale0_R1,calibration,128,12,2048,128,128,1.0,1,4022284655,0.012391958086547177,0.011551971166110267,0.012391958086547177,9.624729864299297e-05
random_scores_L128_D128_scale1_R0,calibration,128,12,2048,128,128,2.0,0,887663375,0.020852960958520867,0.01826486711545363,0.020852960958520867,4.3139360059285536e-05
random_scores_L128_D128_scale1_R1,calibration,128,12,2048,128,128,2.0,1,1888543280,0.012016070343558819,0.009493071824549901,0.012016070343558819,0.000248131083935732
random_scores_L256_D64_scale0_R0,calibration,128,12,2048,256,64,1.0,0,2004917602,0.01966542939906325,0.025206263932541113,0.025206263932541113,0.00015332558541558683
random_scores_L256_D64_scale0_R1,calibration,128,12,2048,256,64,1.0,1,1803965758,0.019090254811746088,0.0203687606255905,0.0203687606255905,0.0003966522344853729
random_scores_L256_D64_scale1_R0,calibration,128,12,2048,256,64,2.0,0,2041129786,0.017153411413785333,0.012920119766381025,0.017153411413785333,0.0003633676506069605
random_scores_L256_D64_scale1_R1,calibration,128,12,2048,256,64,2.0,1,209589351,0.010493479707400916,0.005965182141782311,0.010493479707400916,1.635742410144303e-05
random_scores_L256_D128_scale0_R0,calibration,128,12,2048,256,128,1.0,0,3371775186,0.02090117312463538,0.02143596709584158,0.02143596709584158,0.0001664123556111008
random_scores_L256_D128_scale0_R1,calibration,128,12,2048,256,128,1.0,1,141512215,0.014639275731202103,0.015608829632403235,0.015608829632403235,8.497398812323809e-05
random_scores_L256_D128_scale1_R0,calibration,128,12,2048,256,128,2.0,0,2879470677,0.01080795093874247,0.0053952149680318185,0.01080795093874247,0.0003251026255384204
random_scores_L256_D128_scale1_R1,calibration,128,12,2048,256,128,2.0,1,1485725105,0.013609039734187475,0.01449581147932803,0.01449581147932803,0.00013644269711221568
random_scores_L512_D64_scale0_R0,calibration,128,12,2048,512,64,1.0,0,393753057,0.023997167813705075,0.024472808508591883,0.024472808508591883,0.0004797832225449383
random_scores_L512_D64_scale0_R1,calibration,128,12,2048,512,64,1.0,1,2303777491,0.01784511297001491,0.017988021878521464,0.017988021878521464,0.00012362971756374463
random_scores_L512_D64_scale1_R0,calibration,128,12,2048,512,64,2.0,0,3353718886,0.015032851772275747,0.015704557920647004,0.015704557920647004,0.00042966905721186777
random_scores_L512_D64_scale1_R1,calibration,128,12,2048,512,64,2.0,1,3069741948,0.022638932349647246,0.02307644699503969,0.02307644699503969,0.00011428160178184044
random_scores_L512_D128_scale0_R0,calibration,128,12,2048,512,128,1.0,0,2711588791,0.020373500485580346,0.022015005907519414,0.022015005907519414,0.0003942199000448454
random_scores_L512_D128_scale0_R1,calibration,128,12,2048,512,128,1.0,1,4160562991,0.02024695811892024,0.02145190285077636,0.02145190285077636,8.566618635086343e-05
random_scores_L512_D128_scale1_R0,calibration,128,12,2048,512,128,2.0,0,699071233,0.017398802291072546,0.009754384338945451,0.017398802291072546,0.00034114122627215693
random_scores_L512_D128_scale1_R1,calibration,128,12,2048,512,128,2.0,1,2945457681,0.012755135983988234,0.004685308624074124,0.012755135983988234,0.00039491319864737306
random_scores_L1024_D64_scale0_R0,calibration,128,12,2048,1024,64,1.0,0,844679095,0.021531508426834635,0.02419511916831303,0.02419511916831303,0.000589628929446917
random_scores_L1024_D64_scale0_R1,calibration,128,12,2048,1024,64,1.0,1,2426034371,0.020451970540747377,0.020964449157278804,0.020964449157278804,9.677935486251954e-05
random_scores_L1024_D64_scale1_R0,calibration,128,12,2048,1024,64,2.0,0,974098872,0.022823656715665566,0.022136092478180314,0.022823656715665566,0.0002147556182308108
random_scores_L1024_D64_scale1_R1,calibration,128,12,2048,1024,64,2.0,1,3900981413,0.01786405132516961,0.016304575523009953,0.01786405132516961,0.00045212233396796364
random_scores_L1024_D128_scale0_R0,calibration,128,12,2048,1024,128,1.0,0,955864114,0.022389004065108308,0.027061796950819478,0.027061796950819478,0.00010080355059471913
random_scores_L1024_D128_scale0_R1,calibration,128,12,2048,1024,128,1.0,1,2316380272,0.01693406368471874,0.019271857796405573,0.019271857796405573,0.0003158447871101089
random_scores_L1024_D128_scale1_R0,calibration,128,12,2048,1024,128,2.0,0,2742530172,0.01789745356418509,0.015177315081696974,0.01789745356418509,0.00016056075241976941
random_scores_L1024_D128_scale1_R1,calibration,128,12,2048,1024,128,2.0,1,1261299849,0.01852932944857854,0.018055009908736642,0.01852932944857854,8.194458359866985e-05
random_scores_L128_D64_scale0_R0,validation,128,12,2048,128,64,1.0,0,2179143755,0.022641379696536644,0.02270350127726095,0.02270350127726095,0.0005502703425008804
random_scores_L128_D64_scale0_R1,validation,128,12,2048,128,64,1.0,1,886552149,0.017801311802491032,0.022910017285618145,0.022910017285618145,0.0005804242682643235
random_scores_L128_D64_scale1_R0,validation,128,12,2048,128,64,2.0,0,1623101201,0.008582863201014097,0.0052249014406612745,0.008582863201014097,0.0003582888857636135
random_scores_L128_D64_scale1_R1,validation,128,12,2048,128,64,2.0,1,3380450944,0.020887575107100553,0.01594553732755313,0.020887575107100553,0.00011835034274554346
random_scores_L128_D128_scale0_R0,validation,128,12,2048,128,128,1.0,0,1566150152,0.022528897374286108,0.0258090554020758,0.0258090554020758,0.00030341450474224985
random_scores_L128_D128_scale0_R1,validation,128,12,2048,128,128,1.0,1,2703662685,0.014962398037342233,0.012746069140816293,0.014962398037342233,0.00041482565575279295
random_scores_L128_D128_scale1_R0,validation,128,12,2048,128,128,2.0,0,2135881214,0.014239353754967083,0.012504883287344195,0.014239353754967083,0.000636746850432246
random_scores_L128_D128_scale1_R1,validation,128,12,2048,128,128,2.0,1,50132451,0.017647239777090748,0.018021544918178752,0.018021544918178752,0.0004242260256432928
random_scores_L256_D64_scale0_R0,validation,128,12,2048,256,64,1.0,0,3087993604,0.016915936734289906,0.017787126766638,0.017787126766638,0.000385669874958694
random_scores_L256_D64_scale0_R1,validation,128,12,2048,256,64,1.0,1,41277796,0.01933282625241377,0.02754184008566095,0.02754184008566095,0.0004300648652133532
random_scores_L256_D64_scale1_R0,validation,128,12,2048,256,64,2.0,0,652470873,0.016104314091606006,0.014714752118058479,0.016104314091606006,0.00035657976786751533
random_scores_L256_D64_scale1_R1,validation,128,12,2048,256,64,2.0,1,2912149884,0.019431535346100842,0.017959464119549184,0.019431535346100842,6.062243664928246e-05
random_scores_L256_D128_scale0_R0,validation,128,12,2048,256,128,1.0,0,2087022523,0.01775181399591446,0.017897661813814855,0.017897661813814855,0.00020855751063209027
random_scores_L256_D128_scale0_R1,validation,128,12,2048,256,128,1.0,1,1568551378,0.015712972579416673,0.01853603873715642,0.01853603873715642,3.6545839975588024e-05
random_scores_L256_D128_scale1_R0,validation,128,12,2048,256,128,2.0,0,3514103192,0.012919211265186036,0.00664744394671242,0.012919211265186036,9.902917008730583e-05
random_scores_L256_D128_scale1_R1,validation,128,12,2048,256,128,2.0,1,151134492,0.014638547735320256,0.013202353752896735,0.014638547735320256,0.00045646188937098486
random_scores_L512_D64_scale0_R0,validation,128,12,2048,512,64,1.0,0,2656095403,0.01979200912894493,0.026552131529901418,0.026552131529901418,0.00011461096801212989
random_scores_L512_D64_scale0_R1,validation,128,12,2048,512,64,1.0,1,3366063715,0.02000091079741982,0.02424557300112055,0.02424557300112055,0.0001709758653305471
random_scores_L512_D64_scale1_R0,validation,128,12,2048,512,64,2.0,0,909893417,0.015533076868347867,0.008953501953945788,0.015533076868347867,0.0003772669915633742
random_scores_L512_D64_scale1_R1,validation,128,12,2048,512,64,2.0,1,2640543791,0.0152988687056029,0.013607385607707951,0.0152988687056029,0.0007953525403081585
random_scores_L512_D128_scale0_R0,validation,128,12,2048,512,128,1.0,0,3478535314,0.019584109644597406,0.02079471018025566,0.02079471018025566,0.0005145273462403566
random_scores_L512_D128_scale0_R1,validation,128,12,2048,512,128,1.0,1,1865149601,0.027831857896507422,0.028310297240738885,0.028310297240738885,0.00043781514250440523
random_scores_L512_D128_scale1_R0,validation,128,12,2048,512,128,2.0,0,1623223912,0.020616685645839898,0.016166857641997906,0.020616685645839898,3.847839343507076e-05
random_scores_L512_D128_scale1_R1,validation,128,12,2048,512,128,2.0,1,2972957234,0.016254404505234948,0.014858160003520622,0.016254404505234948,0.0006444835520369452
random_scores_L1024_D64_scale0_R0,validation,128,12,2048,1024,64,1.0,0,2428269790,0.019690254571211614,0.025384592939244794,0.025384592939244794,4.260020068613812e-05
random_scores_L1024_D64_scale0_R1,validation,128,12,2048,1024,64,1.0,1,2465942083,0.0221132155513726,0.022508268533389733,0.022508268533389733,0.0001270890425075777
random_scores_L1024_D64_scale1_R0,validation,128,12,2048,1024,64,2.0,0,2646275298,0.02515155880941101,0.023086442807331825,0.02515155880941101,0.0009280928538828448
random_scores_L1024_D64_scale1_R1,validation,128,12,2048,1024,64,2.0,1,2127805685,0.024288935470862156,0.02063101891139172,0.024288935470862156,0.0005274546118698709
random_scores_L1024_D128_scale0_R0,validation,128,12,2048,1024,128,1.0,0,1618877226,0.01966943688938938,0.01974746587206036,0.01974746587206036,9.291384412790649e-05
random_scores_L1024_D128_scale0_R1,validation,128,12,2048,1024,128,1.0,1,3199744503,0.019819466149844197,0.02219787046304594,0.02219787046304594,0.0005914521589147625
random_scores_L1024_D128_scale1_R0,validation,128,12,2048,1024,128,2.0,0,3012212165,0.015902959013451897,0.012375584517223242,0.015902959013451897,0.00104192012565818
random_scores_L1024_D128_scale1_R1,validation,128,12,2048,1024,128,2.0,1,3940770873,0.02658832473116544,0.031000683032467884,0.031000683032467884,2.5514404796922463e-05
random_scores_L128_D64_scale0_R0,final_test,128,12,2048,128,64,1.0,0,624292938,0.019462774369389545,0.01953339137681914,0.01953339137681914,0.000385134742828086
random_scores_L128_D64_scale0_R1,final_test,128,12,2048,128,64,1.0,1,217281306,0.01960449960927025,0.02067871768920076,0.02067871768920076,0.0001757596037350595
random_scores_L128_D64_scale1_R0,final_test,128,12,2048,128,64,2.0,0,3359465834,0.01496656774870615,0.011293225969691041,0.01496656774870615,2.594853867776692e-05
random_scores_L128_D64_scale1_R1,final_test,128,12,2048,128,64,2.0,1,2174172786,0.0053751829704796255,0.0009024913234333527,0.0053751829704796255,0.0001998638817894971
random_scores_L128_D128_scale0_R0,final_test,128,12,2048,128,128,1.0,0,1909645211,0.01636578263499306,0.016327276436743515,0.01636578263499306,0.00026124040596187115
random_scores_L128_D128_scale0_R1,final_test,128,12,2048,128,128,1.0,1,3255692506,0.013572458458868782,0.016665062924614803,0.016665062924614803,0.00030382900149561465
random_scores_L128_D128_scale1_R0,final_test,128,12,2048,128,128,2.0,0,2019810081,0.01713578566423007,0.018395442434067696,0.018395442434067696,0.00022553466260433197
random_scores_L128_D128_scale1_R1,final_test,128,12,2048,128,128,2.0,1,2978631166,0.017024643290845944,0.01647583794764423,0.017024643290845944,8.456820069113746e-05
random_scores_L256_D64_scale0_R0,final_test,128,12,2048,256,64,1.0,0,2367557448,0.017637615399414115,0.02177186280613741,0.02177186280613741,4.355887358542532e-05
random_scores_L256_D64_scale0_R1,final_test,128,12,2048,256,64,1.0,1,1674591988,0.01770626584142317,0.023617595157887028,0.023617595157887028,0.0005379783906391822
random_scores_L256_D64_scale1_R0,final_test,128,12,2048,256,64,2.0,0,441878354,0.010263730556257324,0.004472671470195885,0.010263730556257324,0.00044020592440574546
random_scores_L256_D64_scale1_R1,final_test,128,12,2048,256,64,2.0,1,3504234577,0.016391341905692552,0.013224860062890106,0.016391341905692552,0.00021487811591214268
random_scores_L256_D128_scale0_R0,final_test,128,12,2048,256,128,1.0,0,1871249097,0.018811868065209937,0.020841097665987556,0.020841097665987556,5.426211282610893e-05
random_scores_L256_D128_scale0_R1,final_test,128,12,2048,256,128,1.0,1,4090941081,0.023150631225413006,0.023793565689512363,0.023793565689512363,0.0002879813400795683
random_scores_L256_D128_scale1_R0,final_test,128,12,2048,256,128,2.0,0,3217101173,0.018145524867709435,0.014534252744233835,0.018145524867709435,0.0003793664272961905
random_scores_L256_D128_scale1_R1,final_test,128,12,2048,256,128,2.0,1,3837859703,0.013278974029928904,0.011830557385915059,0.013278974029928904,0.000585912885981088
random_scores_L512_D64_scale0_R0,final_test,128,12,2048,512,64,1.0,0,704213214,0.024886399685113483,0.026742873709428374,0.026742873709428374,0.0001848772881203331
random_scores_L512_D64_scale0_R1,final_test,128,12,2048,512,64,1.0,1,1267423294,0.01828851524160724,0.0222349857662758,0.0222349857662758,5.091600905871019e-05
random_scores_L512_D64_scale1_R0,final_test,128,12,2048,512,64,2.0,0,3565306119,0.01947990221332142,0.018163160651754825,0.01947990221332142,0.00027879060121449584
random_scores_L512_D64_scale1_R1,final_test,128,12,2048,512,64,2.0,1,771629024,0.012050949853632427,0.005185815959132734,0.012050949853632427,5.643672920996323e-05
random_scores_L512_D128_scale0_R0,final_test,128,12,2048,512,128,1.0,0,1715525944,0.021241937876015124,0.023987603386242982,0.023987603386242982,6.215427492861636e-05
random_scores_L512_D128_scale0_R1,final_test,128,12,2048,512,128,1.0,1,1529591353,0.02110892220328455,0.0225273354365254,0.0225273354365254,2.6743691705632955e-05
random_scores_L512_D128_scale1_R0,final_test,128,12,2048,512,128,2.0,0,3721455576,0.018916715298962522,0.01723675190031427,0.018916715298962522,0.0003653556664175994
random_scores_L512_D128_scale1_R1,final_test,128,12,2048,512,128,2.0,1,4089477858,0.022335722113186823,0.021671578192017128,0.022335722113186823,4.509106793193496e-05
random_scores_L1024_D64_scale0_R0,final_test,128,12,2048,1024,64,1.0,0,3209714255,0.019950461855119304,0.022713465665505295,0.022713465665505295,0.00023800602502888069
random_scores_L1024_D64_scale0_R1,final_test,128,12,2048,1024,64,1.0,1,139766981,0.022143414146049013,0.027049182374185018,0.027049182374185018,0.0007956930894579273
random_scores_L1024_D64_scale1_R0,final_test,128,12,2048,1024,64,2.0,0,1668092918,0.017110564464138753,0.011328451315143888,0.017110564464138753,0.00010610111610276363
random_scores_L1024_D64_scale1_R1,final_test,128,12,2048,1024,64,2.0,1,2370976415,0.01854946151962117,0.019724217104112398,0.019724217104112398,0.00032766372305559344
random_scores_L1024_D128_scale0_R0,final_test,128,12,2048,1024,128,1.0,0,2619846946,0.01850348551729283,0.016820953931822088,0.01850348551729283,0.0006251593149499968
random_scores_L1024_D128_scale0_R1,final_test,128,12,2048,1024,128,1.0,1,100676919,0.020779672756554058,0.02870422345536262,0.02870422345536262,9.912030145642348e-05
random_scores_L1024_D128_scale1_R0,final_test,128,12,2048,1024,128,2.0,0,3901754262,0.018132009292613983,0.013175545855492531,0.018132009292613983,0.0008314147170267461
random_scores_L1024_D128_scale1_R1,final_test,128,12,2048,1024,128,2.0,1,3348629160,0.01701905078665584,0.016963557138989113,0.01701905078665584,0.0004940641925941236
random_scores_L128_D64_scale0_R0,calibration,128,14,2048,128,64,1.0,0,685338081,0.015121478828264307,0.015084551313399634,0.015121478828264307,0.00027163606137037277
random_scores_L128_D64_scale0_R1,calibration,128,14,2048,128,64,1.0,1,663847107,0.018370249932809418,0.028956705504855306,0.028956705504855306,0.0002632066607475281
random_scores_L128_D64_scale1_R0,calibration,128,14,2048,128,64,2.0,0,3773109054,0.015360900848320942,0.01658930974456744,0.01658930974456744,8.090540177363437e-06
random_scores_L128_D64_scale1_R1,calibration,128,14,2048,128,64,2.0,1,595832534,0.017284023107029305,0.020543297095030267,0.020543297095030267,0.0002534866762289312
random_scores_L128_D128_scale0_R0,calibration,128,14,2048,128,128,1.0,0,3390620030,0.016721692150346284,0.021785411966098116,0.021785411966098116,0.0001586498983670026
random_scores_L128_D128_scale0_R1,calibration,128,14,2048,128,128,1.0,1,4022284655,0.012373758578739534,0.011517520670622635,0.012373758578739534,9.608612162992358e-05
random_scores_L128_D128_scale1_R0,calibration,128,14,2048,128,128,2.0,0,887663375,0.02080682717206156,0.018383268735273732,0.02080682717206156,0.00020875740119663533
random_scores_L128_D128_scale1_R1,calibration,128,14,2048,128,128,2.0,1,1888543280,0.01210148773247221,0.009590267640994743,0.01210148773247221,0.0002218558156528161
random_scores_L256_D64_scale0_R0,calibration,128,14,2048,256,64,1.0,0,2004917602,0.019618195027849915,0.025177942131116373,0.025177942131116373,0.0003798054240178317
random_scores_L256_D64_scale0_R1,calibration,128,14,2048,256,64,1.0,1,1803965758,0.019034101008147952,0.020328664798952175,0.020328664798952175,0.0005273829738143831
random_scores_L256_D64_scale1_R0,calibration,128,14,2048,256,64,2.0,0,2041129786,0.016706752929655788,0.012284051899816135,0.016706752929655788,0.00019469041671982268
random_scores_L256_D64_scale1_R1,calibration,128,14,2048,256,64,2.0,1,209589351,0.01034650577757558,0.005990880663257674,0.01034650577757558,0.00014566433219442843
random_scores_L256_D128_scale0_R0,calibration,128,14,2048,256,128,1.0,0,3371775186,0.020922076704230522,0.021463821132254597,0.021463821132254597,0.0001406429219059646
random_scores_L256_D128_scale0_R1,calibration,128,14,2048,256,128,1.0,1,141512215,0.014643729492566608,0.015682478179000647,0.015682478179000647,3.28474270645529e-05
random_scores_L256_D128_scale1_R0,calibration,128,14,2048,256,128,2.0,0,2879470677,0.010123803838392684,0.005118722684854716,0.010123803838392684,4.658582383854082e-05
random_scores_L256_D128_scale1_R1,calibration,128,14,2048,256,128,2.0,1,1485725105,0.013326499786694129,0.014706046400556208,0.014706046400556208,2.3090238300937926e-05
random_scores_L512_D64_scale0_R0,calibration,128,14,2048,512,64,1.0,0,393753057,0.024074263801993703,0.024544221367717233,0.024544221367717233,0.0004136891948292032
random_scores_L512_D64_scale0_R1,calibration,128,14,2048,512,64,1.0,1,2303777491,0.017895666026338356,0.018034421106619864,0.018034421106619864,0.00010673113138182089
random_scores_L512_D64_scale1_R0,calibration,128,14,2048,512,64,2.0,0,3353718886,0.014581791244927403,0.015310249346232005,0.015310249346232005,0.0006643804244959028
random_scores_L512_D64_scale1_R1,calibration,128,14,2048,512,64,2.0,1,3069741948,0.022708563958689913,0.02334700579878709,0.02334700579878709,4.709749237008509e-05
random_scores_L512_D128_scale0_R0,calibration,128,14,2048,512,128,1.0,0,2711588791,0.02041026719083428,0.02214524643814978,0.02214524643814978,5.332916043698788e-05
random_scores_L512_D128_scale0_R1,calibration,128,14,2048,512,128,1.0,1,4160562991,0.020205795203870575,0.02137072801363893,0.02137072801363893,0.0003955837746616453
random_scores_L512_D128_scale1_R0,calibration,128,14,2048,512,128,2.0,0,699071233,0.017745006889303857,0.01025783049279641,0.017745006889303857,0.00013800657688989304
random_scores_L512_D128_scale1_R1,calibration,128,14,2048,512,128,2.0,1,2945457681,0.011840299363970292,0.004284664887657484,0.011840299363970292,0.00029795702891988185
random_scores_L1024_D64_scale0_R0,calibration,128,14,2048,1024,64,1.0,0,844679095,0.02153886843185613,0.02437298833215143,0.02437298833215143,0.001164224053354701
random_scores_L1024_D64_scale0_R1,calibration,128,14,2048,1024,64,1.0,1,2426034371,0.020457237517646505,0.021035123372391083,0.021035123372391083,7.849864232412074e-05
random_scores_L1024_D64_scale1_R0,calibration,128,14,2048,1024,64,2.0,0,974098872,0.022722715605814257,0.022426059923564643,0.022722715605814257,0.00032978276635731163
random_scores_L1024_D64_scale1_R1,calibration,128,14,2048,1024,64,2.0,1,3900981413,0.017765143953951713,0.016383205843099116,0.017765143953951713,0.0008442674995876587
random_scores_L1024_D128_scale0_R0,calibration,128,14,2048,1024,128,1.0,0,955864114,0.02244412907135067,0.02719122897412794,0.02719122897412794,0.0005772067506768508
random_scores_L1024_D128_scale0_R1,calibration,128,14,2048,1024,128,1.0,1,2316380272,0.01695646243467871,0.019251331362549584,0.019251331362549584,0.0004287726878828835
random_scores_L1024_D128_scale1_R0,calibration,128,14,2048,1024,128,2.0,0,2742530172,0.017663501263191137,0.015232829183731263,0.017663501263191137,4.161376637057401e-06
random_scores_L1024_D128_scale1_R1,calibration,128,14,2048,1024,128,2.0,1,1261299849,0.018237473399810748,0.01830599117091112,0.01830599117091112,0.0009364349360225788
random_scores_L128_D64_scale0_R0,validation,128,14,2048,128,64,1.0,0,2179143755,0.022558956860181827,0.022690730682824903,0.022690730682824903,0.000649699562927708
