case_id,split,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,probability_stable_relative_error,output_stable_relative_error,case_worst_error,probability_sum_error
random_scores_L128_D64_scale0_R0,calibration,64,10,1024,128,64,1.0,0,685338081,0.04421449612524243,0.04535452683621381,0.04535452683621381,0.0008040661341510713
random_scores_L128_D64_scale0_R1,calibration,64,10,1024,128,64,1.0,1,663847107,0.04215257813059416,0.04899610446395977,0.04899610446395977,0.0001922609517350793
random_scores_L128_D64_scale1_R0,calibration,64,10,1024,128,64,2.0,0,3773109054,0.031267269863963255,0.0317153194042348,0.0317153194042348,0.0002071580311167054
random_scores_L128_D64_scale1_R1,calibration,64,10,1024,128,64,2.0,1,595832534,0.03326559848088323,0.03877517242199411,0.03877517242199411,0.00013235518781584688
random_scores_L128_D128_scale0_R0,calibration,64,10,1024,128,128,1.0,0,3390620030,0.03781003650633675,0.04480400824335228,0.04480400824335228,0.0003140134795103222
random_scores_L128_D128_scale0_R1,calibration,64,10,1024,128,128,1.0,1,4022284655,0.035046154857998196,0.035884690947356634,0.035884690947356634,0.0005024048732593656
random_scores_L128_D128_scale1_R0,calibration,64,10,1024,128,128,2.0,0,887663375,0.04671434584905558,0.04533526767980748,0.04671434584905558,0.0002768179001577664
random_scores_L128_D128_scale1_R1,calibration,64,10,1024,128,128,2.0,1,1888543280,0.03371421578990494,0.03016111200740763,0.03371421578990494,0.0003601132302719634
random_scores_L256_D64_scale0_R0,calibration,64,10,1024,256,64,1.0,0,2004917602,0.03298975626661492,0.04160699013158799,0.04160699013158799,0.00021623265638481826
random_scores_L256_D64_scale0_R1,calibration,64,10,1024,256,64,1.0,1,1803965758,0.037852258423030444,0.03957352368072313,0.03957352368072313,0.0004450852320587728
random_scores_L256_D64_scale1_R0,calibration,64,10,1024,256,64,2.0,0,2041129786,0.04162589040607746,0.027830535657647537,0.04162589040607746,0.0002082316677842755
random_scores_L256_D64_scale1_R1,calibration,64,10,1024,256,64,2.0,1,209589351,0.02548574174624886,0.012540703774624124,0.02548574174624886,8.735280061955564e-06
random_scores_L256_D128_scale0_R0,calibration,64,10,1024,256,128,1.0,0,3371775186,0.03365453561834212,0.03604310732935659,0.03604310732935659,0.00019988497660961002
random_scores_L256_D128_scale0_R1,calibration,64,10,1024,256,128,1.0,1,141512215,0.04087929277837238,0.03856731429838383,0.04087929277837238,0.00016592699103057384
random_scores_L256_D128_scale1_R0,calibration,64,10,1024,256,128,2.0,0,2879470677,0.02361052064399439,0.011334452384351032,0.02361052064399439,1.803421491786139e-05
random_scores_L256_D128_scale1_R1,calibration,64,10,1024,256,128,2.0,1,1485725105,0.02910808530470187,0.02198237684634778,0.02910808530470187,0.0004360240691312356
random_scores_L512_D64_scale0_R0,calibration,64,10,1024,512,64,1.0,0,393753057,0.0376901097125691,0.0404988813197511,0.0404988813197511,0.0005634930348605849
random_scores_L512_D64_scale0_R1,calibration,64,10,1024,512,64,1.0,1,2303777491,0.038040233705763364,0.045949632272664916,0.045949632272664916,0.00023518111265730113
random_scores_L512_D64_scale1_R0,calibration,64,10,1024,512,64,2.0,0,3353718886,0.03126005740909183,0.03821897105613466,0.03821897105613466,0.000335727460878843
random_scores_L512_D64_scale1_R1,calibration,64,10,1024,512,64,2.0,1,3069741948,0.047525809721640465,0.04387313852778506,0.047525809721640465,0.00012967326711077476
random_scores_L512_D128_scale0_R0,calibration,64,10,1024,512,128,1.0,0,2711588791,0.040203737892006,0.0425040908200392,0.0425040908200392,0.0001096626183425542
random_scores_L512_D128_scale0_R1,calibration,64,10,1024,512,128,1.0,1,4160562991,0.039229127321228296,0.04434667184992857,0.04434667184992857,0.0004290241813578177
random_scores_L512_D128_scale1_R0,calibration,64,10,1024,512,128,2.0,0,699071233,0.02359043962348291,0.008095455650402116,0.02359043962348291,0.00031817361968933255
random_scores_L512_D128_scale1_R1,calibration,64,10,1024,512,128,2.0,1,2945457681,0.024210670437820474,0.0067802666465928765,0.024210670437820474,0.0002700178351915383
random_scores_L1024_D64_scale0_R0,calibration,64,10,1024,1024,64,1.0,0,844679095,0.039108506629359524,0.04087766641385406,0.04087766641385406,0.0002944749703601701
random_scores_L1024_D64_scale0_R1,calibration,64,10,1024,1024,64,1.0,1,2426034371,0.043039400324127536,0.043127658767004806,0.043127658767004806,0.0005623249089694582
random_scores_L1024_D64_scale1_R0,calibration,64,10,1024,1024,64,2.0,0,974098872,0.03300822840114216,0.023633584954561585,0.03300822840114216,0.00024573850748765835
random_scores_L1024_D64_scale1_R1,calibration,64,10,1024,1024,64,2.0,1,3900981413,0.037866038378183135,0.02782733303703317,0.037866038378183135,0.00015854756611588527
random_scores_L1024_D128_scale0_R0,calibration,64,10,1024,1024,128,1.0,0,955864114,0.05083140563043529,0.055120506356812586,0.055120506356812586,0.0002680593152035726
random_scores_L1024_D128_scale0_R1,calibration,64,10,1024,1024,128,1.0,1,2316380272,0.038946007578334024,0.05365487925570148,0.05365487925570148,0.00022249692301556934
random_scores_L1024_D128_scale1_R0,calibration,64,10,1024,1024,128,2.0,0,2742530172,0.03554531351527567,0.028125648684082176,0.03554531351527567,0.0001819742237785249
random_scores_L1024_D128_scale1_R1,calibration,64,10,1024,1024,128,2.0,1,1261299849,0.03724394975853518,0.02916628687271878,0.03724394975853518,0.0004913121713343571
random_scores_L128_D64_scale0_R0,validation,64,10,1024,128,64,1.0,0,2179143755,0.0374681129306403,0.03713990340029044,0.0374681129306403,2.8627662686631083e-05
random_scores_L128_D64_scale0_R1,validation,64,10,1024,128,64,1.0,1,886552149,0.02836473986898119,0.027275622964613597,0.02836473986898119,6.997183663770556e-05
random_scores_L128_D64_scale1_R0,validation,64,10,1024,128,64,2.0,0,1623101201,0.023569020683416916,0.020803775252666606,0.023569020683416916,0.0001636406268517021
random_scores_L128_D64_scale1_R1,validation,64,10,1024,128,64,2.0,1,3380450944,0.024126764158672362,0.013246198366630756,0.024126764158672362,6.16742872807663e-05
random_scores_L128_D128_scale0_R0,validation,64,10,1024,128,128,1.0,0,1566150152,0.037085241871308544,0.037108639351362646,0.037108639351362646,1.9401370082050562e-05
random_scores_L128_D128_scale0_R1,validation,64,10,1024,128,128,1.0,1,2703662685,0.03675354190736711,0.0346905577960386,0.03675354190736711,0.00017547528841532767
random_scores_L128_D128_scale1_R0,validation,64,10,1024,128,128,2.0,0,2135881214,0.039580618519065525,0.039273017530257345,0.039580618519065525,0.00043534381256904453
random_scores_L128_D128_scale1_R1,validation,64,10,1024,128,128,2.0,1,50132451,0.021488847911398958,0.02000571749507791,0.021488847911398958,0.0005696557491319254
random_scores_L256_D64_scale0_R0,validation,64,10,1024,256,64,1.0,0,3087993604,0.03488659215709135,0.03362238842806691,0.03488659215709135,0.0003131366102024913
random_scores_L256_D64_scale0_R1,validation,64,10,1024,256,64,1.0,1,41277796,0.03502899091131916,0.04612627144737586,0.04612627144737586,0.0003286132232460659
random_scores_L256_D64_scale1_R0,validation,64,10,1024,256,64,2.0,0,652470873,0.03359169946848964,0.029412599258893765,0.03359169946848964,0.0004935427095915657
random_scores_L256_D64_scale1_R1,validation,64,10,1024,256,64,2.0,1,2912149884,0.029072023564987233,0.02229603762450625,0.029072023564987233,0.00033740809703886043
random_scores_L256_D128_scale0_R0,validation,64,10,1024,256,128,1.0,0,2087022523,0.05343895215773167,0.05595796399972591,0.05595796399972591,0.0003114144055871293
random_scores_L256_D128_scale0_R1,validation,64,10,1024,256,128,1.0,1,1568551378,0.034520792631960735,0.039720527873190616,0.039720527873190616,0.00042952754301950336
random_scores_L256_D128_scale1_R0,validation,64,10,1024,256,128,2.0,0,3514103192,0.025434272997532616,0.014930434007116302,0.025434272997532616,0.00035134224708599504
random_scores_L256_D128_scale1_R1,validation,64,10,1024,256,128,2.0,1,151134492,0.03571613292941905,0.04055276940228069,0.04055276940228069,2.9239573450468015e-05
random_scores_L512_D64_scale0_R0,validation,64,10,1024,512,64,1.0,0,2656095403,0.043165407464928134,0.056372533524268756,0.056372533524268756,0.0005636038695229217
random_scores_L512_D64_scale0_R1,validation,64,10,1024,512,64,1.0,1,3366063715,0.04001788928667477,0.05146481788833755,0.05146481788833755,2.707095700316131e-05
random_scores_L512_D64_scale1_R0,validation,64,10,1024,512,64,2.0,0,909893417,0.03218299130323157,0.020276946270459992,0.03218299130323157,0.0005523970339709194
random_scores_L512_D64_scale1_R1,validation,64,10,1024,512,64,2.0,1,2640543791,0.050313906534307076,0.04266314157773075,0.050313906534307076,0.000436047974289977
random_scores_L512_D128_scale0_R0,validation,64,10,1024,512,128,1.0,0,3478535314,0.03524411199485604,0.03734088948652373,0.03734088948652373,0.0008958939506555907
random_scores_L512_D128_scale0_R1,validation,64,10,1024,512,128,1.0,1,1865149601,0.03896132646054336,0.04221961959976085,0.04221961959976085,0.0006392200120899361
random_scores_L512_D128_scale1_R0,validation,64,10,1024,512,128,2.0,0,1623223912,0.029841476667299964,0.0182668078732464,0.029841476667299964,0.00010503522162252921
random_scores_L512_D128_scale1_R1,validation,64,10,1024,512,128,2.0,1,2972957234,0.036651248071258906,0.04241492096022639,0.04241492096022639,0.00016486841218465997
random_scores_L1024_D64_scale0_R0,validation,64,10,1024,1024,64,1.0,0,2428269790,0.035610730643814495,0.04813149944741458,0.04813149944741458,0.0008691448820172809
random_scores_L1024_D64_scale0_R1,validation,64,10,1024,1024,64,1.0,1,2465942083,0.05794636740169962,0.06146436124389575,0.06146436124389575,0.00033323502611892764
random_scores_L1024_D64_scale1_R0,validation,64,10,1024,1024,64,2.0,0,2646275298,0.03894980571937046,0.03375787354253071,0.03894980571937046,0.0005526413713141665
random_scores_L1024_D64_scale1_R1,validation,64,10,1024,1024,64,2.0,1,2127805685,0.03599201624738165,0.02542468714502806,0.03599201624738165,0.0005283485706968349
random_scores_L1024_D128_scale0_R0,validation,64,10,1024,1024,128,1.0,0,1618877226,0.03918203327987418,0.03927300934734772,0.03927300934734772,0.0008195984992198646
random_scores_L1024_D128_scale0_R1,validation,64,10,1024,1024,128,1.0,1,3199744503,0.04005866403757983,0.04562105485428683,0.04562105485428683,0.0007262229446496349
random_scores_L1024_D128_scale1_R0,validation,64,10,1024,1024,128,2.0,0,3012212165,0.04265313880336061,0.03814057107771732,0.04265313880336061,0.0007731207699634979
random_scores_L1024_D128_scale1_R1,validation,64,10,1024,1024,128,2.0,1,3940770873,0.06387694216503877,0.06995321647662375,0.06995321647662375,0.0007182950737387728
random_scores_L128_D64_scale0_R0,final_test,64,10,1024,128,64,1.0,0,624292938,0.04479497303024373,0.04138502341760158,0.04479497303024373,0.00022222634288482368
random_scores_L128_D64_scale0_R1,final_test,64,10,1024,128,64,1.0,1,217281306,0.029788919447223002,0.024953379152517816,0.029788919447223002,0.00016819476149976254
random_scores_L128_D64_scale1_R0,final_test,64,10,1024,128,64,2.0,0,3359465834,0.028416151320140425,0.021044492485975733,0.028416151320140425,0.00010725935680966359
random_scores_L128_D64_scale1_R1,final_test,64,10,1024,128,64,2.0,1,2174172786,0.013462902493597263,0.004612347553049091,0.013462902493597263,7.821521649020724e-05
random_scores_L128_D128_scale0_R0,final_test,64,10,1024,128,128,1.0,0,1909645211,0.039232555685548884,0.03902938542385292,0.039232555685548884,0.00027714483439922333
random_scores_L128_D128_scale0_R1,final_test,64,10,1024,128,128,1.0,1,3255692506,0.03373838941174359,0.044423931435806745,0.044423931435806745,5.863534170202911e-05
random_scores_L128_D128_scale1_R0,final_test,64,10,1024,128,128,2.0,0,2019810081,0.028593288444022067,0.033141788814833935,0.033141788814833935,0.00019522180446074344
random_scores_L128_D128_scale1_R1,final_test,64,10,1024,128,128,2.0,1,2978631166,0.028190049519453295,0.020266238407979656,0.028190049519453295,0.00010872771235881373
random_scores_L256_D64_scale0_R0,final_test,64,10,1024,256,64,1.0,0,2367557448,0.036381322076021634,0.04353725752178481,0.04353725752178481,0.00017402331286575645
random_scores_L256_D64_scale0_R1,final_test,64,10,1024,256,64,1.0,1,1674591988,0.04368699670994519,0.055790185110086,0.055790185110086,2.3440035874955356e-05
random_scores_L256_D64_scale1_R0,final_test,64,10,1024,256,64,2.0,0,441878354,0.0201315703756699,0.007912440917900663,0.0201315703756699,0.00018938086031994317
random_scores_L256_D64_scale1_R1,final_test,64,10,1024,256,64,2.0,1,3504234577,0.02689899494661451,0.015201377586863817,0.02689899494661451,0.00024087798374239355
random_scores_L256_D128_scale0_R0,final_test,64,10,1024,256,128,1.0,0,1871249097,0.038527176615378585,0.04337870039385457,0.04337870039385457,0.00022738643747288734
random_scores_L256_D128_scale0_R1,final_test,64,10,1024,256,128,1.0,1,4090941081,0.03407618931886976,0.033016335225750267,0.03407618931886976,8.155043178703636e-05
random_scores_L256_D128_scale1_R0,final_test,64,10,1024,256,128,2.0,0,3217101173,0.030587909274126825,0.020376694529765368,0.030587909274126825,0.0001059828373399796
random_scores_L256_D128_scale1_R1,final_test,64,10,1024,256,128,2.0,1,3837859703,0.02969705623859881,0.02058111792477222,0.02969705623859881,0.0003106187632511137
random_scores_L512_D64_scale0_R0,final_test,64,10,1024,512,64,1.0,0,704213214,0.04392035507159829,0.05085462532986853,0.05085462532986853,0.0004675017698900774
random_scores_L512_D64_scale0_R1,final_test,64,10,1024,512,64,1.0,1,1267423294,0.03454808157560412,0.041175181021294624,0.041175181021294624,0.0003842849037027918
random_scores_L512_D64_scale1_R0,final_test,64,10,1024,512,64,2.0,0,3565306119,0.042689264019158554,0.046597347589053865,0.046597347589053865,0.0003543570551300945
random_scores_L512_D64_scale1_R1,final_test,64,10,1024,512,64,2.0,1,771629024,0.03854839478720977,0.022446491251523853,0.03854839478720977,1.409813876307453e-05
random_scores_L512_D128_scale0_R0,final_test,64,10,1024,512,128,1.0,0,1715525944,0.03459946388522804,0.03443784385326091,0.03459946388522804,0.00020431303710211068
random_scores_L512_D128_scale0_R1,final_test,64,10,1024,512,128,1.0,1,1529591353,0.03596219894802928,0.041704393112219545,0.041704393112219545,0.0009280118174501695
random_scores_L512_D128_scale1_R0,final_test,64,10,1024,512,128,2.0,0,3721455576,0.03837552355135352,0.034484799262574584,0.03837552355135352,0.000240581991874933
random_scores_L512_D128_scale1_R1,final_test,64,10,1024,512,128,2.0,1,4089477858,0.047678526608286545,0.048643654979593845,0.048643654979593845,1.5125632671697531e-05
random_scores_L1024_D64_scale0_R0,final_test,64,10,1024,1024,64,1.0,0,3209714255,0.03456370007195564,0.030056927218558672,0.03456370007195564,0.00042084548840648495
random_scores_L1024_D64_scale0_R1,final_test,64,10,1024,1024,64,1.0,1,139766981,0.036608863897983804,0.04129360051309817,0.04129360051309817,0.0008140080881275935
random_scores_L1024_D64_scale1_R0,final_test,64,10,1024,1024,64,2.0,0,1668092918,0.035657789999680556,0.022315094877256164,0.035657789999680556,0.0009165226504137536
random_scores_L1024_D64_scale1_R1,final_test,64,10,1024,1024,64,2.0,1,2370976415,0.035043148751085614,0.03471203162403596,0.035043148751085614,0.0001483364942487242
random_scores_L1024_D128_scale0_R0,final_test,64,10,1024,1024,128,1.0,0,2619846946,0.04237611318871411,0.038607776232137604,0.04237611318871411,0.0002993740145029733
random_scores_L1024_D128_scale0_R1,final_test,64,10,1024,1024,128,1.0,1,100676919,0.042123769933933033,0.05445783051301713,0.05445783051301713,0.001279238516872283
random_scores_L1024_D128_scale1_R0,final_test,64,10,1024,1024,128,2.0,0,3901754262,0.03184088906736969,0.026676640566848618,0.03184088906736969,0.0004501009018440527
random_scores_L1024_D128_scale1_R1,final_test,64,10,1024,1024,128,2.0,1,3348629160,0.03379143839434089,0.027571027421971796,0.03379143839434089,0.00029032441807430587
random_scores_L128_D64_scale0_R0,calibration,64,12,1024,128,64,1.0,0,685338081,0.043621574516827175,0.04493983512269473,0.04493983512269473,0.0001177166705019772
random_scores_L128_D64_scale0_R1,calibration,64,12,1024,128,64,1.0,1,663847107,0.04192867568887255,0.04878739943888015,0.04878739943888015,0.0006441751029342413
random_scores_L128_D64_scale1_R0,calibration,64,12,1024,128,64,2.0,0,3773109054,0.030304334938904384,0.03145533829207583,0.03145533829207583,0.00021767932412330993
random_scores_L128_D64_scale1_R1,calibration,64,12,1024,128,64,2.0,1,595832534,0.03299237951420733,0.03875721127163771,0.03875721127163771,0.0004186242804280482
random_scores_L128_D128_scale0_R0,calibration,64,12,1024,128,128,1.0,0,3390620030,0.037589612145660575,0.04485767563668308,0.04485767563668308,0.000429958978202194
random_scores_L128_D128_scale0_R1,calibration,64,12,1024,128,128,1.0,1,4022284655,0.03473999750407699,0.035813852788323115,0.035813852788323115,0.0002659006859175861
random_scores_L128_D128_scale1_R0,calibration,64,12,1024,128,128,2.0,0,887663375,0.04498008851459519,0.044627571357293956,0.04498008851459519,2.6900686862063594e-05
random_scores_L128_D128_scale1_R1,calibration,64,12,1024,128,128,2.0,1,1888543280,0.03349656028344934,0.0309491805898895,0.03349656028344934,0.00032633106820867397
random_scores_L256_D64_scale0_R0,calibration,64,12,1024,256,64,1.0,0,2004917602,0.03284481749648266,0.04130626614075928,0.04130626614075928,0.0006573083956027403
random_scores_L256_D64_scale0_R1,calibration,64,12,1024,256,64,1.0,1,1803965758,0.03788027212695549,0.039695918355598915,0.039695918355598915,0.00016662439884385094
random_scores_L256_D64_scale1_R0,calibration,64,12,1024,256,64,2.0,0,2041129786,0.03935377247179083,0.02753791833259693,0.03935377247179083,3.7403515307232738e-06
random_scores_L256_D64_scale1_R1,calibration,64,12,1024,256,64,2.0,1,209589351,0.024021348938846165,0.012932499003521215,0.024021348938846165,0.0003050672644349106
random_scores_L256_D128_scale0_R0,calibration,64,12,1024,256,128,1.0,0,3371775186,0.03341350282854548,0.03553280020221261,0.03553280020221261,0.0009654188470449299
random_scores_L256_D128_scale0_R1,calibration,64,12,1024,256,128,1.0,1,141512215,0.0406074234608174,0.03833096851482316,0.0406074234608174,0.000542692665476352
random_scores_L256_D128_scale1_R0,calibration,64,12,1024,256,128,2.0,0,2879470677,0.02299983879931519,0.01160410893973345,0.02299983879931519,0.00024363162901863689
random_scores_L256_D128_scale1_R1,calibration,64,12,1024,256,128,2.0,1,1485725105,0.02641085269351842,0.021755130847848955,0.02641085269351842,0.00010834312206497998
random_scores_L512_D64_scale0_R0,calibration,64,12,1024,512,64,1.0,0,393753057,0.0375354367784264,0.04065708858347862,0.04065708858347862,0.00023541095288237557
random_scores_L512_D64_scale0_R1,calibration,64,12,1024,512,64,1.0,1,2303777491,0.03789044312316258,0.04621950398523801,0.04621950398523801,0.0007379488815786317
random_scores_L512_D64_scale1_R0,calibration,64,12,1024,512,64,2.0,0,3353718886,0.029895221131377367,0.03781782754360697,0.03781782754360697,0.00014477939976131893
random_scores_L512_D64_scale1_R1,calibration,64,12,1024,512,64,2.0,1,3069741948,0.046878922128689354,0.043716602524282125,0.046878922128689354,0.00045472742704077973
random_scores_L512_D128_scale0_R0,calibration,64,12,1024,512,128,1.0,0,2711588791,0.04038381116466279,0.04250386339380055,0.04250386339380055,4.926496694679372e-05
random_scores_L512_D128_scale0_R1,calibration,64,12,1024,512,128,1.0,1,4160562991,0.03909631148740719,0.04428327522884367,0.04428327522884367,0.00030875621087034233
random_scores_L512_D128_scale1_R0,calibration,64,12,1024,512,128,2.0,0,699071233,0.02084831914298731,0.00721347458944581,0.02084831914298731,0.0006554206001965213
random_scores_L512_D128_scale1_R1,calibration,64,12,1024,512,128,2.0,1,2945457681,0.020309888643871208,0.006323629874390303,0.020309888643871208,0.0002941098193787184
random_scores_L1024_D64_scale0_R0,calibration,64,12,1024,1024,64,1.0,0,844679095,0.03884177609749828,0.04125951606141339,0.04125951606141339,0.0005639981409331085
random_scores_L1024_D64_scale0_R1,calibration,64,12,1024,1024,64,1.0,1,2426034371,0.04288195534121519,0.043261696650754605,0.043261696650754605,0.0006621954798902152
random_scores_L1024_D64_scale1_R0,calibration,64,12,1024,1024,64,2.0,0,974098872,0.031376937195605,0.02287214608868482,0.031376937195605,0.0006652393012700486
random_scores_L1024_D64_scale1_R1,calibration,64,12,1024,1024,64,2.0,1,3900981413,0.036123868210791305,0.026266981307035652,0.036123868210791305,0.0008171511594809999
random_scores_L1024_D128_scale0_R0,calibration,64,12,1024,1024,128,1.0,0,955864114,0.050666144051607256,0.054540816996655125,0.054540816996655125,0.0002592376567918109
random_scores_L1024_D128_scale0_R1,calibration,64,12,1024,1024,128,1.0,1,2316380272,0.03873013741443212,0.05313709467930535,0.05313709467930535,0.00012567431076604407
random_scores_L1024_D128_scale1_R0,calibration,64,12,1024,1024,128,2.0,0,2742530172,0.034448381343187985,0.028155455404050154,0.034448381343187985,0.0005718868810618005
random_scores_L1024_D128_scale1_R1,calibration,64,12,1024,1024,128,2.0,1,1261299849,0.03549864874266709,0.02859277541283634,0.03549864874266709,0.00016909044052226818
random_scores_L128_D64_scale0_R0,validation,64,12,1024,128,64,1.0,0,2179143755,0.03739096514064971,0.037034199986017376,0.03739096514064971,9.826821042224765e-06
random_scores_L128_D64_scale0_R1,validation,64,12,1024,128,64,1.0,1,886552149,0.028241587614490183,0.027175536277106203,0.028241587614490183,0.0005110162310302258
random_scores_L128_D64_scale1_R0,validation,64,12,1024,128,64,2.0,0,1623101201,0.02301766155579199,0.020297153091375912,0.02301766155579199,5.793560467282077e-05
random_scores_L128_D64_scale1_R1,validation,64,12,1024,128,64,2.0,1,3380450944,0.02313688124084014,0.012670188777016566,0.02313688124084014,0.00024884009872039314
random_scores_L128_D128_scale0_R0,validation,64,12,1024,128,128,1.0,0,1566150152,0.037176836940753535,0.037027844785395427,0.037176836940753535,0.00013750517973676324
random_scores_L128_D128_scale0_R1,validation,64,12,1024,128,128,1.0,1,2703662685,0.03674268796267375,0.03481950849071547,0.03674268796267375,0.00032655365066602826
random_scores_L128_D128_scale1_R0,validation,64,12,1024,128,128,2.0,0,2135881214,0.03935189553498796,0.0400385208962893,0.0400385208962893,0.0002311128773726523
random_scores_L128_D128_scale1_R1,validation,64,12,1024,128,128,2.0,1,50132451,0.020357573498796407,0.02003192563887057,0.020357573498796407,0.0010560171722318046
random_scores_L256_D64_scale0_R0,validation,64,12,1024,256,64,1.0,0,3087993604,0.03494273950009454,0.03396235772737145,0.03494273950009454,0.00010448666580487043
random_scores_L256_D64_scale0_R1,validation,64,12,1024,256,64,1.0,1,41277796,0.03486986153011467,0.04639394040897668,0.04639394040897668,0.0001726536502246745
random_scores_L256_D64_scale1_R0,validation,64,12,1024,256,64,2.0,0,652470873,0.03253318098862123,0.029456554136877814,0.03253318098862123,0.0008684670583534171
random_scores_L256_D64_scale1_R1,validation,64,12,1024,256,64,2.0,1,2912149884,0.027713200725789096,0.022155109276249717,0.027713200725789096,0.00015487035307160113
random_scores_L256_D128_scale0_R0,validation,64,12,1024,256,128,1.0,0,2087022523,0.05346250640877609,0.056301603795026335,0.056301603795026335,0.000290962983854115
random_scores_L256_D128_scale0_R1,validation,64,12,1024,256,128,1.0,1,1568551378,0.0343194647609705,0.0394122413275334,0.0394122413275334,0.0006644829918514006
random_scores_L256_D128_scale1_R0,validation,64,12,1024,256,128,2.0,0,3514103192,0.021638225104026434,0.013401265536103971,0.021638225104026434,0.00020424634021765087
random_scores_L256_D128_scale1_R1,validation,64,12,1024,256,128,2.0,1,151134492,0.03547609144695146,0.040865120063672364,0.040865120063672364,0.0006358166983773117
random_scores_L512_D64_scale0_R0,validation,64,12,1024,512,64,1.0,0,2656095403,0.04314246081125848,0.05698182947817125,0.05698182947817125,0.00016654432693030685
random_scores_L512_D64_scale0_R1,validation,64,12,1024,512,64,1.0,1,3366063715,0.04022129926499679,0.05208536668384015,0.05208536668384015,0.0002717834468057845
random_scores_L512_D64_scale1_R0,validation,64,12,1024,512,64,2.0,0,909893417,0.02972981122053926,0.01891030253972414,0.02972981122053926,0.00036264757090975763
random_scores_L512_D64_scale1_R1,validation,64,12,1024,512,64,2.0,1,2640543791,0.04792357982723761,0.0422159588876382,0.04792357982723761,0.000141965820716905
random_scores_L512_D128_scale0_R0,validation,64,12,1024,512,128,1.0,0,3478535314,0.03520772828649098,0.03732843470390929,0.03732843470390929,2.9259463190101087e-05
random_scores_L512_D128_scale0_R1,validation,64,12,1024,512,128,1.0,1,1865149601,0.038823278693820094,0.04197033077603742,0.04197033077603742,0.00015290033115888946
random_scores_L512_D128_scale1_R0,validation,64,12,1024,512,128,2.0,0,1623223912,0.02849244068153986,0.018101814964070175,0.02849244068153986,5.6699453580222325e-05
random_scores_L512_D128_scale1_R1,validation,64,12,1024,512,128,2.0,1,2972957234,0.03537920397675608,0.043433359521235386,0.043433359521235386,0.00029526470541441086
random_scores_L1024_D64_scale0_R0,validation,64,12,1024,1024,64,1.0,0,2428269790,0.03539004976984922,0.047765436339605324,0.047765436339605324,0.0009171993006020784
random_scores_L1024_D64_scale0_R1,validation,64,12,1024,1024,64,1.0,1,2465942083,0.0576028902970556,0.06115835288544156,0.06115835288544156,0.000548417341633467
random_scores_L1024_D64_scale1_R0,validation,64,12,1024,1024,64,2.0,0,2646275298,0.03745202234108146,0.03386693378235258,0.03745202234108146,0.00019341257893756847
random_scores_L1024_D64_scale1_R1,validation,64,12,1024,1024,64,2.0,1,2127805685,0.034521163699118916,0.02508947358339043,0.034521163699118916,0.00011175845111210947
random_scores_L1024_D128_scale0_R0,validation,64,12,1024,1024,128,1.0,0,1618877226,0.039261361999257005,0.03929166329198022,0.03929166329198022,9.406299068359658e-05
random_scores_L1024_D128_scale0_R1,validation,64,12,1024,1024,128,1.0,1,3199744503,0.03985895203979684,0.04531429138991845,0.04531429138991845,0.0001006325583148282
random_scores_L1024_D128_scale1_R0,validation,64,12,1024,1024,128,2.0,0,3012212165,0.04113354040359653,0.037226232123390324,0.04113354040359653,0.0002139026397571797
random_scores_L1024_D128_scale1_R1,validation,64,12,1024,1024,128,2.0,1,3940770873,0.061896893854832775,0.06877954938542893,0.06877954938542893,0.00024084204767405026
random_scores_L128_D64_scale0_R0,final_test,64,12,1024,128,64,1.0,0,624292938,0.04485060803154662,0.04162414814967413,0.04485060803154662,0.00018074180115945637
random_scores_L128_D64_scale0_R1,final_test,64,12,1024,128,64,1.0,1,217281306,0.02969673415412092,0.024863479383418697,0.02969673415412092,0.00027774577029049397
random_scores_L128_D64_scale1_R0,final_test,64,12,1024,128,64,2.0,0,3359465834,0.027113328531515022,0.02075688067854335,0.027113328531515022,0.00031711087285657413
random_scores_L128_D64_scale1_R1,final_test,64,12,1024,128,64,2.0,1,2174172786,0.01190291973758203,0.0048764664021132345,0.01190291973758203,5.665961543854792e-05
random_scores_L128_D128_scale0_R0,final_test,64,12,1024,128,128,1.0,0,1909645211,0.03876964578334777,0.03901161419655063,0.03901161419655063,9.701726958155632e-05
random_scores_L128_D128_scale0_R1,final_test,64,12,1024,128,128,1.0,1,3255692506,0.03377178826789589,0.04428293421657078,0.04428293421657078,2.8981914510950446e-05
random_scores_L128_D128_scale1_R0,final_test,64,12,1024,128,128,2.0,0,2019810081,0.02803424585696659,0.033047946186449434,0.033047946186449434,0.00011741686648747418
random_scores_L128_D128_scale1_R1,final_test,64,12,1024,128,128,2.0,1,2978631166,0.028226765267712936,0.021612685310911484,0.028226765267712936,9.632190995034762e-05
random_scores_L256_D64_scale0_R0,final_test,64,12,1024,256,64,1.0,0,2367557448,0.03622201717501707,0.043701115415447835,0.043701115415447835,0.0002442994446028024
random_scores_L256_D64_scale0_R1,final_test,64,12,1024,256,64,1.0,1,1674591988,0.043891326812797546,0.055573692272641764,0.055573692272641764,0.00010407201625639573
random_scores_L256_D64_scale1_R0,final_test,64,12,1024,256,64,2.0,0,441878354,0.019544902612071098,0.008429133005915013,0.019544902612071098,0.00010341827328375075
