n,d,seed,sX,sWQ,sWK,sWV,sQ,sK,sV,sScore
8,32,1,0.00393651226374108,0.001967943324817447,0.0019637372080735334,0.0019675084925073337,0.005218986515172607,0.006560995332101494,0.005062686972681446,6.0531427281197515e-06
16,64,1,0.00393651226374108,0.001968339672238808,0.0019683882476776602,0.001968480470612293,0.009366892285544038,0.009065355738031139,0.01195473453795335,1.0614276341034532e-05
