stage,role,top,trial,status,elapsed_s,mapped_cell_count,mapped_cell_area,sequential_cell_area,combinational_cell_area,critical_delay_ps,delay_target_ps,target_met,exact_signature
area,LEGACY_SCALAR,online_merge_legacy_scalar_mapped_top,1,PASS,41.0,73549,77047.964,2766.4,74281.56400000001,,,,20d11b4b1d009279c16e85ed4f78b6dde0842dcdc25662fb089bcf1a95c9882a
area,MIXED_SCALAR_ONLY,online_merge_mixed_scalar_mapped_top,1,PASS,415.2,221941,230951.574,3521.84,227429.734,,,,598fbaa788b62b3d14ec067a2eef5dd3291fadaa55957205c93e6918722efae0
