candidate_id,opcode,opcode_name,funct3,funct7,rs1,rs2,variable_rd,words_checked,active_decoder_family_overlap_count,selected_generator_family_overlap_count,all_source_generator_family_overlap_count,active_decoder_all_32_rd_safe,selected_generator_all_32_rd_safe,all_source_all_32_rd_safe,status,pattern
,0x7b,custom-3,0,7,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00001110000000000000?????1111011
,0x7b,custom-3,0,8,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00010000000000000000?????1111011
,0x7b,custom-3,0,9,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00010010000000000000?????1111011
,0x7b,custom-3,0,10,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00010100000000000000?????1111011
,0x7b,custom-3,0,11,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00010110000000000000?????1111011
,0x7b,custom-3,0,12,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00011000000000000000?????1111011
,0x7b,custom-3,0,13,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00011010000000000000?????1111011
,0x7b,custom-3,0,14,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00011100000000000000?????1111011
,0x7b,custom-3,0,15,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00011110000000000000?????1111011
,0x7b,custom-3,0,16,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00100000000000000000?????1111011
,0x7b,custom-3,0,17,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00100010000000000000?????1111011
,0x7b,custom-3,0,18,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00100100000000000000?????1111011
,0x7b,custom-3,0,19,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00100110000000000000?????1111011
,0x7b,custom-3,0,20,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00101000000000000000?????1111011
,0x7b,custom-3,0,21,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00101010000000000000?????1111011
,0x7b,custom-3,0,22,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00101100000000000000?????1111011
,0x7b,custom-3,0,23,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00101110000000000000?????1111011
,0x7b,custom-3,0,24,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00110000000000000000?????1111011
,0x7b,custom-3,0,25,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00110010000000000000?????1111011
,0x7b,custom-3,0,26,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00110100000000000000?????1111011
,0x7b,custom-3,0,27,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00110110000000000000?????1111011
,0x7b,custom-3,0,28,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00111000000000000000?????1111011
,0x7b,custom-3,0,29,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00111010000000000000?????1111011
,0x7b,custom-3,0,30,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00111100000000000000?????1111011
,0x7b,custom-3,0,31,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00111110000000000000?????1111011
,0x7b,custom-3,0,32,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01000000000000000000?????1111011
,0x7b,custom-3,0,33,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01000010000000000000?????1111011
,0x7b,custom-3,0,34,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01000100000000000000?????1111011
,0x7b,custom-3,0,35,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01000110000000000000?????1111011
,0x7b,custom-3,0,36,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01001000000000000000?????1111011
,0x7b,custom-3,0,37,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01001010000000000000?????1111011
,0x7b,custom-3,0,38,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01001100000000000000?????1111011
,0x7b,custom-3,0,39,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01001110000000000000?????1111011
,0x7b,custom-3,0,40,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01010000000000000000?????1111011
,0x7b,custom-3,0,41,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01010010000000000000?????1111011
,0x7b,custom-3,0,42,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01010100000000000000?????1111011
,0x7b,custom-3,0,43,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01010110000000000000?????1111011
,0x7b,custom-3,0,44,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01011000000000000000?????1111011
,0x7b,custom-3,0,45,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01011010000000000000?????1111011
,0x7b,custom-3,0,46,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01011100000000000000?????1111011
,0x7b,custom-3,0,47,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01011110000000000000?????1111011
,0x7b,custom-3,0,48,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01100000000000000000?????1111011
,0x7b,custom-3,0,49,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01100010000000000000?????1111011
,0x7b,custom-3,0,50,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01100100000000000000?????1111011
,0x7b,custom-3,0,51,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01100110000000000000?????1111011
,0x7b,custom-3,0,52,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01101000000000000000?????1111011
,0x7b,custom-3,0,53,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01101010000000000000?????1111011
,0x7b,custom-3,0,54,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01101100000000000000?????1111011
,0x7b,custom-3,0,55,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01101110000000000000?????1111011
,0x7b,custom-3,0,56,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01110000000000000000?????1111011
,0x7b,custom-3,0,57,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01110010000000000000?????1111011
,0x7b,custom-3,0,58,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01110100000000000000?????1111011
,0x7b,custom-3,0,59,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01110110000000000000?????1111011
,0x7b,custom-3,0,60,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01111000000000000000?????1111011
,0x7b,custom-3,0,61,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01111010000000000000?????1111011
,0x7b,custom-3,0,62,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01111100000000000000?????1111011
,0x7b,custom-3,0,63,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01111110000000000000?????1111011
,0x7b,custom-3,0,64,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10000000000000000000?????1111011
,0x7b,custom-3,0,65,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10000010000000000000?????1111011
,0x7b,custom-3,0,66,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10000100000000000000?????1111011
,0x7b,custom-3,0,67,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10000110000000000000?????1111011
,0x7b,custom-3,0,68,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10001000000000000000?????1111011
,0x7b,custom-3,0,69,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10001010000000000000?????1111011
,0x7b,custom-3,0,70,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10001100000000000000?????1111011
,0x7b,custom-3,0,71,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10001110000000000000?????1111011
,0x7b,custom-3,0,72,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10010000000000000000?????1111011
,0x7b,custom-3,0,73,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10010010000000000000?????1111011
,0x7b,custom-3,0,74,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10010100000000000000?????1111011
,0x7b,custom-3,0,75,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10010110000000000000?????1111011
,0x7b,custom-3,0,76,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10011000000000000000?????1111011
,0x7b,custom-3,0,77,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10011010000000000000?????1111011
,0x7b,custom-3,0,78,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10011100000000000000?????1111011
,0x7b,custom-3,0,79,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10011110000000000000?????1111011
,0x7b,custom-3,0,80,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10100000000000000000?????1111011
,0x7b,custom-3,0,81,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10100010000000000000?????1111011
,0x7b,custom-3,0,82,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10100100000000000000?????1111011
,0x7b,custom-3,0,83,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10100110000000000000?????1111011
,0x7b,custom-3,0,84,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10101000000000000000?????1111011
,0x7b,custom-3,0,85,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10101010000000000000?????1111011
,0x7b,custom-3,0,86,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10101100000000000000?????1111011
,0x7b,custom-3,0,87,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10101110000000000000?????1111011
,0x7b,custom-3,0,88,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10110000000000000000?????1111011
,0x7b,custom-3,0,89,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10110010000000000000?????1111011
,0x7b,custom-3,0,90,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10110100000000000000?????1111011
,0x7b,custom-3,0,91,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10110110000000000000?????1111011
,0x7b,custom-3,0,92,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10111000000000000000?????1111011
,0x7b,custom-3,0,93,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10111010000000000000?????1111011
,0x7b,custom-3,0,94,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10111100000000000000?????1111011
,0x7b,custom-3,0,95,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,10111110000000000000?????1111011
,0x7b,custom-3,0,96,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11000000000000000000?????1111011
,0x7b,custom-3,0,97,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11000010000000000000?????1111011
,0x7b,custom-3,0,98,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11000100000000000000?????1111011
,0x7b,custom-3,0,99,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11000110000000000000?????1111011
,0x7b,custom-3,0,100,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11001000000000000000?????1111011
,0x7b,custom-3,0,101,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11001010000000000000?????1111011
,0x7b,custom-3,0,102,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11001100000000000000?????1111011
,0x7b,custom-3,0,103,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11001110000000000000?????1111011
,0x7b,custom-3,0,104,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11010000000000000000?????1111011
,0x7b,custom-3,0,105,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11010010000000000000?????1111011
,0x7b,custom-3,0,106,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11010100000000000000?????1111011
,0x7b,custom-3,0,107,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11010110000000000000?????1111011
,0x7b,custom-3,0,108,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11011000000000000000?????1111011
,0x7b,custom-3,0,109,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11011010000000000000?????1111011
,0x7b,custom-3,0,110,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11011100000000000000?????1111011
,0x7b,custom-3,0,111,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11011110000000000000?????1111011
,0x7b,custom-3,0,112,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11100000000000000000?????1111011
,0x7b,custom-3,0,113,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11100010000000000000?????1111011
,0x7b,custom-3,0,114,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11100100000000000000?????1111011
,0x7b,custom-3,0,115,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11100110000000000000?????1111011
,0x7b,custom-3,0,116,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11101000000000000000?????1111011
,0x7b,custom-3,0,117,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11101010000000000000?????1111011
,0x7b,custom-3,0,118,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11101100000000000000?????1111011
,0x7b,custom-3,0,119,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11101110000000000000?????1111011
,0x7b,custom-3,0,120,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11110000000000000000?????1111011
,0x7b,custom-3,0,121,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11110010000000000000?????1111011
,0x7b,custom-3,0,122,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11110100000000000000?????1111011
,0x7b,custom-3,0,123,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11110110000000000000?????1111011
,0x7b,custom-3,0,124,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11111000000000000000?????1111011
,0x7b,custom-3,0,125,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11111010000000000000?????1111011
,0x7b,custom-3,0,126,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11111100000000000000?????1111011
,0x7b,custom-3,0,127,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,11111110000000000000?????1111011
,0x7b,custom-3,1,0,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00000000000000000001?????1111011
,0x7b,custom-3,1,1,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00000010000000000001?????1111011
,0x7b,custom-3,1,2,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00000100000000000001?????1111011
,0x7b,custom-3,1,3,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00000110000000000001?????1111011
,0x7b,custom-3,1,4,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00001000000000000001?????1111011
,0x7b,custom-3,1,5,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00001010000000000001?????1111011
,0x7b,custom-3,1,6,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00001100000000000001?????1111011
,0x7b,custom-3,1,7,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00001110000000000001?????1111011
,0x7b,custom-3,1,8,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00010000000000000001?????1111011
,0x7b,custom-3,1,9,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00010010000000000001?????1111011
,0x7b,custom-3,1,10,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00010100000000000001?????1111011
,0x7b,custom-3,1,11,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00010110000000000001?????1111011
,0x7b,custom-3,1,12,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00011000000000000001?????1111011
,0x7b,custom-3,1,13,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00011010000000000001?????1111011
,0x7b,custom-3,1,14,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00011100000000000001?????1111011
,0x7b,custom-3,1,15,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00011110000000000001?????1111011
,0x7b,custom-3,1,16,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00100000000000000001?????1111011
,0x7b,custom-3,1,17,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00100010000000000001?????1111011
,0x7b,custom-3,1,18,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00100100000000000001?????1111011
,0x7b,custom-3,1,19,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00100110000000000001?????1111011
,0x7b,custom-3,1,20,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00101000000000000001?????1111011
,0x7b,custom-3,1,21,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,00101010000000000001?????1111011
,0x7b,custom-3,1,22,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00101100000000000001?????1111011
,0x7b,custom-3,1,23,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00101110000000000001?????1111011
,0x7b,custom-3,1,24,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00110000000000000001?????1111011
,0x7b,custom-3,1,25,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00110010000000000001?????1111011
,0x7b,custom-3,1,26,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00110100000000000001?????1111011
,0x7b,custom-3,1,27,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00110110000000000001?????1111011
,0x7b,custom-3,1,28,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00111000000000000001?????1111011
,0x7b,custom-3,1,29,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00111010000000000001?????1111011
,0x7b,custom-3,1,30,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00111100000000000001?????1111011
,0x7b,custom-3,1,31,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,00111110000000000001?????1111011
,0x7b,custom-3,1,32,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01000000000000000001?????1111011
,0x7b,custom-3,1,33,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01000010000000000001?????1111011
,0x7b,custom-3,1,34,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01000100000000000001?????1111011
,0x7b,custom-3,1,35,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01000110000000000001?????1111011
,0x7b,custom-3,1,36,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01001000000000000001?????1111011
,0x7b,custom-3,1,37,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01001010000000000001?????1111011
,0x7b,custom-3,1,38,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01001100000000000001?????1111011
,0x7b,custom-3,1,39,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01001110000000000001?????1111011
,0x7b,custom-3,1,40,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01010000000000000001?????1111011
,0x7b,custom-3,1,41,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01010010000000000001?????1111011
,0x7b,custom-3,1,42,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01010100000000000001?????1111011
,0x7b,custom-3,1,43,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01010110000000000001?????1111011
,0x7b,custom-3,1,44,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01011000000000000001?????1111011
,0x7b,custom-3,1,45,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01011010000000000001?????1111011
,0x7b,custom-3,1,46,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01011100000000000001?????1111011
,0x7b,custom-3,1,47,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01011110000000000001?????1111011
,0x7b,custom-3,1,48,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01100000000000000001?????1111011
,0x7b,custom-3,1,49,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01100010000000000001?????1111011
,0x7b,custom-3,1,50,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01100100000000000001?????1111011
,0x7b,custom-3,1,51,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01100110000000000001?????1111011
,0x7b,custom-3,1,52,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01101000000000000001?????1111011
,0x7b,custom-3,1,53,x0,x0,x0..x31,32,0,1,2,Yes,No,No,UNSAFE,01101010000000000001?????1111011
,0x7b,custom-3,1,54,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01101100000000000001?????1111011
,0x7b,custom-3,1,55,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01101110000000000001?????1111011
,0x7b,custom-3,1,56,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01110000000000000001?????1111011
,0x7b,custom-3,1,57,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01110010000000000001?????1111011
,0x7b,custom-3,1,58,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01110100000000000001?????1111011
,0x7b,custom-3,1,59,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01110110000000000001?????1111011
,0x7b,custom-3,1,60,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01111000000000000001?????1111011
,0x7b,custom-3,1,61,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01111010000000000001?????1111011
,0x7b,custom-3,1,62,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01111100000000000001?????1111011
,0x7b,custom-3,1,63,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,01111110000000000001?????1111011
,0x7b,custom-3,1,64,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10000000000000000001?????1111011
,0x7b,custom-3,1,65,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10000010000000000001?????1111011
,0x7b,custom-3,1,66,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10000100000000000001?????1111011
,0x7b,custom-3,1,67,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10000110000000000001?????1111011
,0x7b,custom-3,1,68,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10001000000000000001?????1111011
,0x7b,custom-3,1,69,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10001010000000000001?????1111011
,0x7b,custom-3,1,70,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10001100000000000001?????1111011
,0x7b,custom-3,1,71,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10001110000000000001?????1111011
,0x7b,custom-3,1,72,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10010000000000000001?????1111011
,0x7b,custom-3,1,73,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10010010000000000001?????1111011
,0x7b,custom-3,1,74,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10010100000000000001?????1111011
,0x7b,custom-3,1,75,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10010110000000000001?????1111011
,0x7b,custom-3,1,76,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10011000000000000001?????1111011
,0x7b,custom-3,1,77,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10011010000000000001?????1111011
,0x7b,custom-3,1,78,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10011100000000000001?????1111011
,0x7b,custom-3,1,79,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10011110000000000001?????1111011
,0x7b,custom-3,1,80,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10100000000000000001?????1111011
,0x7b,custom-3,1,81,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10100010000000000001?????1111011
,0x7b,custom-3,1,82,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10100100000000000001?????1111011
,0x7b,custom-3,1,83,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10100110000000000001?????1111011
,0x7b,custom-3,1,84,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10101000000000000001?????1111011
,0x7b,custom-3,1,85,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10101010000000000001?????1111011
,0x7b,custom-3,1,86,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10101100000000000001?????1111011
,0x7b,custom-3,1,87,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10101110000000000001?????1111011
,0x7b,custom-3,1,88,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10110000000000000001?????1111011
,0x7b,custom-3,1,89,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10110010000000000001?????1111011
,0x7b,custom-3,1,90,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10110100000000000001?????1111011
,0x7b,custom-3,1,91,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10110110000000000001?????1111011
,0x7b,custom-3,1,92,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10111000000000000001?????1111011
,0x7b,custom-3,1,93,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10111010000000000001?????1111011
,0x7b,custom-3,1,94,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10111100000000000001?????1111011
,0x7b,custom-3,1,95,x0,x0,x0..x31,32,0,0,1,Yes,Yes,No,UNSAFE,10111110000000000001?????1111011
