candidate_id,opcode,opcode_name,funct3,funct7,rs1,rs2,variable_rd,words_checked,active_decoder_family_overlap_count,selected_generator_family_overlap_count,all_source_generator_family_overlap_count,active_decoder_all_32_rd_safe,selected_generator_all_32_rd_safe,all_source_all_32_rd_safe,status,pattern
,0x5b,custom-2,4,1,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00000010000000000100?????1011011
,0x5b,custom-2,4,2,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00000100000000000100?????1011011
,0x5b,custom-2,4,3,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00000110000000000100?????1011011
,0x5b,custom-2,4,4,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00001000000000000100?????1011011
,0x5b,custom-2,4,5,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00001010000000000100?????1011011
,0x5b,custom-2,4,6,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00001100000000000100?????1011011
,0x5b,custom-2,4,7,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00001110000000000100?????1011011
,0x5b,custom-2,4,8,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010000000000000100?????1011011
,0x5b,custom-2,4,9,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010010000000000100?????1011011
,0x5b,custom-2,4,10,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010100000000000100?????1011011
,0x5b,custom-2,4,11,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010110000000000100?????1011011
,0x5b,custom-2,4,12,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011000000000000100?????1011011
,0x5b,custom-2,4,13,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011010000000000100?????1011011
,0x5b,custom-2,4,14,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011100000000000100?????1011011
,0x5b,custom-2,4,15,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011110000000000100?????1011011
,0x5b,custom-2,4,16,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00100000000000000100?????1011011
,0x5b,custom-2,4,17,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00100010000000000100?????1011011
,0x5b,custom-2,4,18,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00100100000000000100?????1011011
,0x5b,custom-2,4,19,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00100110000000000100?????1011011
,0x5b,custom-2,4,20,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101000000000000100?????1011011
,0x5b,custom-2,4,21,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101010000000000100?????1011011
,0x5b,custom-2,4,22,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101100000000000100?????1011011
,0x5b,custom-2,4,23,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101110000000000100?????1011011
,0x5b,custom-2,4,24,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110000000000000100?????1011011
,0x5b,custom-2,4,25,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110010000000000100?????1011011
,0x5b,custom-2,4,26,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110100000000000100?????1011011
,0x5b,custom-2,4,27,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110110000000000100?????1011011
,0x5b,custom-2,4,28,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111000000000000100?????1011011
,0x5b,custom-2,4,29,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111010000000000100?????1011011
,0x5b,custom-2,4,30,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111100000000000100?????1011011
,0x5b,custom-2,4,31,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111110000000000100?????1011011
,0x5b,custom-2,4,32,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,01000000000000000100?????1011011
,0x5b,custom-2,4,33,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01000010000000000100?????1011011
,0x5b,custom-2,4,34,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01000100000000000100?????1011011
,0x5b,custom-2,4,35,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01000110000000000100?????1011011
,0x5b,custom-2,4,36,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,01001000000000000100?????1011011
,0x5b,custom-2,4,37,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01001010000000000100?????1011011
,0x5b,custom-2,4,38,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01001100000000000100?????1011011
,0x5b,custom-2,4,39,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01001110000000000100?????1011011
,0x5b,custom-2,4,40,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010000000000000100?????1011011
,0x5b,custom-2,4,41,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010010000000000100?????1011011
,0x5b,custom-2,4,42,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010100000000000100?????1011011
,0x5b,custom-2,4,43,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010110000000000100?????1011011
,0x5b,custom-2,4,44,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011000000000000100?????1011011
,0x5b,custom-2,4,45,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011010000000000100?????1011011
,0x5b,custom-2,4,46,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011100000000000100?????1011011
,0x5b,custom-2,4,47,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011110000000000100?????1011011
,0x5b,custom-2,4,48,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100000000000000100?????1011011
,0x5b,custom-2,4,49,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100010000000000100?????1011011
,0x5b,custom-2,4,50,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100100000000000100?????1011011
,0x5b,custom-2,4,51,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100110000000000100?????1011011
,0x5b,custom-2,4,52,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101000000000000100?????1011011
,0x5b,custom-2,4,53,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101010000000000100?????1011011
,0x5b,custom-2,4,54,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101100000000000100?????1011011
,0x5b,custom-2,4,55,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101110000000000100?????1011011
,0x5b,custom-2,4,56,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110000000000000100?????1011011
,0x5b,custom-2,4,57,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110010000000000100?????1011011
,0x5b,custom-2,4,58,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110100000000000100?????1011011
,0x5b,custom-2,4,59,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110110000000000100?????1011011
,0x5b,custom-2,4,60,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111000000000000100?????1011011
,0x5b,custom-2,4,61,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111010000000000100?????1011011
,0x5b,custom-2,4,62,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111100000000000100?????1011011
,0x5b,custom-2,4,63,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111110000000000100?????1011011
,0x5b,custom-2,4,64,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000000000000000100?????1011011
,0x5b,custom-2,4,65,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000010000000000100?????1011011
,0x5b,custom-2,4,66,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000100000000000100?????1011011
,0x5b,custom-2,4,67,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000110000000000100?????1011011
,0x5b,custom-2,4,68,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001000000000000100?????1011011
,0x5b,custom-2,4,69,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001010000000000100?????1011011
,0x5b,custom-2,4,70,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001100000000000100?????1011011
,0x5b,custom-2,4,71,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001110000000000100?????1011011
,0x5b,custom-2,4,72,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010000000000000100?????1011011
,0x5b,custom-2,4,73,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010010000000000100?????1011011
,0x5b,custom-2,4,74,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010100000000000100?????1011011
,0x5b,custom-2,4,75,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010110000000000100?????1011011
,0x5b,custom-2,4,76,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011000000000000100?????1011011
,0x5b,custom-2,4,77,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011010000000000100?????1011011
,0x5b,custom-2,4,78,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011100000000000100?????1011011
,0x5b,custom-2,4,79,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011110000000000100?????1011011
,0x5b,custom-2,4,80,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100000000000000100?????1011011
,0x5b,custom-2,4,81,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100010000000000100?????1011011
,0x5b,custom-2,4,82,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100100000000000100?????1011011
,0x5b,custom-2,4,83,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100110000000000100?????1011011
,0x5b,custom-2,4,84,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10101000000000000100?????1011011
,0x5b,custom-2,4,85,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10101010000000000100?????1011011
,0x5b,custom-2,4,86,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10101100000000000100?????1011011
,0x5b,custom-2,4,87,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10101110000000000100?????1011011
,0x5b,custom-2,4,88,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10110000000000000100?????1011011
,0x5b,custom-2,4,89,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10110010000000000100?????1011011
,0x5b,custom-2,4,90,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10110100000000000100?????1011011
,0x5b,custom-2,4,91,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10110110000000000100?????1011011
,0x5b,custom-2,4,92,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10111000000000000100?????1011011
,0x5b,custom-2,4,93,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10111010000000000100?????1011011
,0x5b,custom-2,4,94,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10111100000000000100?????1011011
,0x5b,custom-2,4,95,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10111110000000000100?????1011011
,0x5b,custom-2,4,96,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11000000000000000100?????1011011
,0x5b,custom-2,4,97,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11000010000000000100?????1011011
,0x5b,custom-2,4,98,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11000100000000000100?????1011011
,0x5b,custom-2,4,99,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11000110000000000100?????1011011
,0x5b,custom-2,4,100,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11001000000000000100?????1011011
,0x5b,custom-2,4,101,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11001010000000000100?????1011011
,0x5b,custom-2,4,102,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11001100000000000100?????1011011
,0x5b,custom-2,4,103,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11001110000000000100?????1011011
,0x5b,custom-2,4,104,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11010000000000000100?????1011011
,0x5b,custom-2,4,105,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11010010000000000100?????1011011
,0x5b,custom-2,4,106,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11010100000000000100?????1011011
,0x5b,custom-2,4,107,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11010110000000000100?????1011011
,0x5b,custom-2,4,108,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11011000000000000100?????1011011
,0x5b,custom-2,4,109,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11011010000000000100?????1011011
,0x5b,custom-2,4,110,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11011100000000000100?????1011011
,0x5b,custom-2,4,111,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11011110000000000100?????1011011
,0x5b,custom-2,4,112,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11100000000000000100?????1011011
,0x5b,custom-2,4,113,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11100010000000000100?????1011011
,0x5b,custom-2,4,114,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11100100000000000100?????1011011
,0x5b,custom-2,4,115,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11100110000000000100?????1011011
,0x5b,custom-2,4,116,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11101000000000000100?????1011011
,0x5b,custom-2,4,117,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11101010000000000100?????1011011
,0x5b,custom-2,4,118,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11101100000000000100?????1011011
,0x5b,custom-2,4,119,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11101110000000000100?????1011011
,0x5b,custom-2,4,120,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11110000000000000100?????1011011
,0x5b,custom-2,4,121,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11110010000000000100?????1011011
,0x5b,custom-2,4,122,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11110100000000000100?????1011011
,0x5b,custom-2,4,123,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11110110000000000100?????1011011
,0x5b,custom-2,4,124,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11111000000000000100?????1011011
,0x5b,custom-2,4,125,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11111010000000000100?????1011011
,0x5b,custom-2,4,126,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11111100000000000100?????1011011
,0x5b,custom-2,4,127,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,11111110000000000100?????1011011
,0x5b,custom-2,5,0,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00000000000000000101?????1011011
,0x5b,custom-2,5,1,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00000010000000000101?????1011011
,0x5b,custom-2,5,2,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00000100000000000101?????1011011
,0x5b,custom-2,5,3,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00000110000000000101?????1011011
,0x5b,custom-2,5,4,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00001000000000000101?????1011011
,0x5b,custom-2,5,5,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00001010000000000101?????1011011
,0x5b,custom-2,5,6,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00001100000000000101?????1011011
,0x5b,custom-2,5,7,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00001110000000000101?????1011011
,0x5b,custom-2,5,8,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010000000000000101?????1011011
,0x5b,custom-2,5,9,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010010000000000101?????1011011
,0x5b,custom-2,5,10,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010100000000000101?????1011011
,0x5b,custom-2,5,11,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00010110000000000101?????1011011
,0x5b,custom-2,5,12,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011000000000000101?????1011011
,0x5b,custom-2,5,13,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011010000000000101?????1011011
,0x5b,custom-2,5,14,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011100000000000101?????1011011
,0x5b,custom-2,5,15,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00011110000000000101?????1011011
,0x5b,custom-2,5,16,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00100000000000000101?????1011011
,0x5b,custom-2,5,17,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00100010000000000101?????1011011
,0x5b,custom-2,5,18,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00100100000000000101?????1011011
,0x5b,custom-2,5,19,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00100110000000000101?????1011011
,0x5b,custom-2,5,20,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,00101000000000000101?????1011011
,0x5b,custom-2,5,21,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101010000000000101?????1011011
,0x5b,custom-2,5,22,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101100000000000101?????1011011
,0x5b,custom-2,5,23,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00101110000000000101?????1011011
,0x5b,custom-2,5,24,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110000000000000101?????1011011
,0x5b,custom-2,5,25,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110010000000000101?????1011011
,0x5b,custom-2,5,26,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110100000000000101?????1011011
,0x5b,custom-2,5,27,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00110110000000000101?????1011011
,0x5b,custom-2,5,28,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111000000000000101?????1011011
,0x5b,custom-2,5,29,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111010000000000101?????1011011
,0x5b,custom-2,5,30,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111100000000000101?????1011011
,0x5b,custom-2,5,31,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,00111110000000000101?????1011011
,0x5b,custom-2,5,32,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,01000000000000000101?????1011011
,0x5b,custom-2,5,33,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01000010000000000101?????1011011
,0x5b,custom-2,5,34,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01000100000000000101?????1011011
,0x5b,custom-2,5,35,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01000110000000000101?????1011011
,0x5b,custom-2,5,36,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,01001000000000000101?????1011011
,0x5b,custom-2,5,37,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01001010000000000101?????1011011
,0x5b,custom-2,5,38,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01001100000000000101?????1011011
,0x5b,custom-2,5,39,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01001110000000000101?????1011011
,0x5b,custom-2,5,40,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010000000000000101?????1011011
,0x5b,custom-2,5,41,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010010000000000101?????1011011
,0x5b,custom-2,5,42,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010100000000000101?????1011011
,0x5b,custom-2,5,43,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01010110000000000101?????1011011
,0x5b,custom-2,5,44,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011000000000000101?????1011011
,0x5b,custom-2,5,45,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011010000000000101?????1011011
,0x5b,custom-2,5,46,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011100000000000101?????1011011
,0x5b,custom-2,5,47,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01011110000000000101?????1011011
,0x5b,custom-2,5,48,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,01100000000000000101?????1011011
,0x5b,custom-2,5,49,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100010000000000101?????1011011
,0x5b,custom-2,5,50,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100100000000000101?????1011011
,0x5b,custom-2,5,51,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01100110000000000101?????1011011
,0x5b,custom-2,5,52,x0,x0,x0..x31,32,0,1,1,Yes,No,No,UNSAFE,01101000000000000101?????1011011
,0x5b,custom-2,5,53,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101010000000000101?????1011011
,0x5b,custom-2,5,54,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101100000000000101?????1011011
,0x5b,custom-2,5,55,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01101110000000000101?????1011011
,0x5b,custom-2,5,56,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110000000000000101?????1011011
,0x5b,custom-2,5,57,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110010000000000101?????1011011
,0x5b,custom-2,5,58,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110100000000000101?????1011011
,0x5b,custom-2,5,59,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01110110000000000101?????1011011
,0x5b,custom-2,5,60,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111000000000000101?????1011011
,0x5b,custom-2,5,61,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111010000000000101?????1011011
,0x5b,custom-2,5,62,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111100000000000101?????1011011
,0x5b,custom-2,5,63,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,01111110000000000101?????1011011
,0x5b,custom-2,5,64,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000000000000000101?????1011011
,0x5b,custom-2,5,65,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000010000000000101?????1011011
,0x5b,custom-2,5,66,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000100000000000101?????1011011
,0x5b,custom-2,5,67,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10000110000000000101?????1011011
,0x5b,custom-2,5,68,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001000000000000101?????1011011
,0x5b,custom-2,5,69,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001010000000000101?????1011011
,0x5b,custom-2,5,70,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001100000000000101?????1011011
,0x5b,custom-2,5,71,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10001110000000000101?????1011011
,0x5b,custom-2,5,72,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010000000000000101?????1011011
,0x5b,custom-2,5,73,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010010000000000101?????1011011
,0x5b,custom-2,5,74,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010100000000000101?????1011011
,0x5b,custom-2,5,75,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10010110000000000101?????1011011
,0x5b,custom-2,5,76,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011000000000000101?????1011011
,0x5b,custom-2,5,77,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011010000000000101?????1011011
,0x5b,custom-2,5,78,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011100000000000101?????1011011
,0x5b,custom-2,5,79,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10011110000000000101?????1011011
,0x5b,custom-2,5,80,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100000000000000101?????1011011
,0x5b,custom-2,5,81,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100010000000000101?????1011011
,0x5b,custom-2,5,82,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100100000000000101?????1011011
,0x5b,custom-2,5,83,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10100110000000000101?????1011011
,0x5b,custom-2,5,84,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10101000000000000101?????1011011
,0x5b,custom-2,5,85,x0,x0,x0..x31,32,0,0,0,Yes,Yes,Yes,SAFE,10101010000000000101?????1011011
