candidate,candidate_pattern,conflicting_instruction,existing_pattern,witness_machine_word,source_kind,source_file,source_location
custom-3_f6_f7_7,00001110000000000110?????1111011,IORI,?????????????????110?????1111011,0x0e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_8,00010000000000000110?????1111011,IORI,?????????????????110?????1111011,0x1000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_9,00010010000000000110?????1111011,IORI,?????????????????110?????1111011,0x1200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_10,00010100000000000110?????1111011,IORI,?????????????????110?????1111011,0x1400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_11,00010110000000000110?????1111011,IORI,?????????????????110?????1111011,0x1600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_12,00011000000000000110?????1111011,IORI,?????????????????110?????1111011,0x1800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_13,00011010000000000110?????1111011,IORI,?????????????????110?????1111011,0x1a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_14,00011100000000000110?????1111011,IORI,?????????????????110?????1111011,0x1c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_15,00011110000000000110?????1111011,IORI,?????????????????110?????1111011,0x1e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_16,00100000000000000110?????1111011,IORI,?????????????????110?????1111011,0x2000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_17,00100010000000000110?????1111011,IORI,?????????????????110?????1111011,0x2200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_18,00100100000000000110?????1111011,IORI,?????????????????110?????1111011,0x2400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_19,00100110000000000110?????1111011,IORI,?????????????????110?????1111011,0x2600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_20,00101000000000000110?????1111011,IORI,?????????????????110?????1111011,0x2800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_21,00101010000000000110?????1111011,IORI,?????????????????110?????1111011,0x2a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_22,00101100000000000110?????1111011,IORI,?????????????????110?????1111011,0x2c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_23,00101110000000000110?????1111011,IORI,?????????????????110?????1111011,0x2e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_24,00110000000000000110?????1111011,IORI,?????????????????110?????1111011,0x3000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_25,00110010000000000110?????1111011,IORI,?????????????????110?????1111011,0x3200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_26,00110100000000000110?????1111011,IORI,?????????????????110?????1111011,0x3400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_27,00110110000000000110?????1111011,IORI,?????????????????110?????1111011,0x3600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_28,00111000000000000110?????1111011,IORI,?????????????????110?????1111011,0x3800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_29,00111010000000000110?????1111011,IORI,?????????????????110?????1111011,0x3a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_30,00111100000000000110?????1111011,IORI,?????????????????110?????1111011,0x3c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_31,00111110000000000110?????1111011,IORI,?????????????????110?????1111011,0x3e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_32,01000000000000000110?????1111011,IORI,?????????????????110?????1111011,0x4000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_33,01000010000000000110?????1111011,IORI,?????????????????110?????1111011,0x4200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_34,01000100000000000110?????1111011,IORI,?????????????????110?????1111011,0x4400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_35,01000110000000000110?????1111011,IORI,?????????????????110?????1111011,0x4600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_36,01001000000000000110?????1111011,IORI,?????????????????110?????1111011,0x4800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_37,01001010000000000110?????1111011,IORI,?????????????????110?????1111011,0x4a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_38,01001100000000000110?????1111011,IORI,?????????????????110?????1111011,0x4c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_39,01001110000000000110?????1111011,IORI,?????????????????110?????1111011,0x4e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_40,01010000000000000110?????1111011,IORI,?????????????????110?????1111011,0x5000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_41,01010010000000000110?????1111011,IORI,?????????????????110?????1111011,0x5200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_42,01010100000000000110?????1111011,IORI,?????????????????110?????1111011,0x5400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_43,01010110000000000110?????1111011,IORI,?????????????????110?????1111011,0x5600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_44,01011000000000000110?????1111011,IORI,?????????????????110?????1111011,0x5800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_45,01011010000000000110?????1111011,IORI,?????????????????110?????1111011,0x5a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_46,01011100000000000110?????1111011,IORI,?????????????????110?????1111011,0x5c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_47,01011110000000000110?????1111011,IORI,?????????????????110?????1111011,0x5e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_48,01100000000000000110?????1111011,IORI,?????????????????110?????1111011,0x6000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_49,01100010000000000110?????1111011,IORI,?????????????????110?????1111011,0x6200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_50,01100100000000000110?????1111011,IORI,?????????????????110?????1111011,0x6400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_51,01100110000000000110?????1111011,IORI,?????????????????110?????1111011,0x6600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_52,01101000000000000110?????1111011,IORI,?????????????????110?????1111011,0x6800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_53,01101010000000000110?????1111011,IORI,?????????????????110?????1111011,0x6a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_54,01101100000000000110?????1111011,IORI,?????????????????110?????1111011,0x6c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_55,01101110000000000110?????1111011,IORI,?????????????????110?????1111011,0x6e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_56,01110000000000000110?????1111011,IORI,?????????????????110?????1111011,0x7000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_57,01110010000000000110?????1111011,IORI,?????????????????110?????1111011,0x7200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_58,01110100000000000110?????1111011,IORI,?????????????????110?????1111011,0x7400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_59,01110110000000000110?????1111011,IORI,?????????????????110?????1111011,0x7600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_60,01111000000000000110?????1111011,IORI,?????????????????110?????1111011,0x7800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_61,01111010000000000110?????1111011,IORI,?????????????????110?????1111011,0x7a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_62,01111100000000000110?????1111011,IORI,?????????????????110?????1111011,0x7c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_63,01111110000000000110?????1111011,IORI,?????????????????110?????1111011,0x7e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_64,10000000000000000110?????1111011,IORI,?????????????????110?????1111011,0x8000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_65,10000010000000000110?????1111011,IORI,?????????????????110?????1111011,0x8200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_66,10000100000000000110?????1111011,IORI,?????????????????110?????1111011,0x8400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_67,10000110000000000110?????1111011,IORI,?????????????????110?????1111011,0x8600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_68,10001000000000000110?????1111011,IORI,?????????????????110?????1111011,0x8800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_69,10001010000000000110?????1111011,IORI,?????????????????110?????1111011,0x8a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_70,10001100000000000110?????1111011,IORI,?????????????????110?????1111011,0x8c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_71,10001110000000000110?????1111011,IORI,?????????????????110?????1111011,0x8e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_72,10010000000000000110?????1111011,IORI,?????????????????110?????1111011,0x9000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_73,10010010000000000110?????1111011,IORI,?????????????????110?????1111011,0x9200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_74,10010100000000000110?????1111011,IORI,?????????????????110?????1111011,0x9400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_75,10010110000000000110?????1111011,IORI,?????????????????110?????1111011,0x9600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_76,10011000000000000110?????1111011,IORI,?????????????????110?????1111011,0x9800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_77,10011010000000000110?????1111011,IORI,?????????????????110?????1111011,0x9a00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_78,10011100000000000110?????1111011,IORI,?????????????????110?????1111011,0x9c00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_79,10011110000000000110?????1111011,IORI,?????????????????110?????1111011,0x9e00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_80,10100000000000000110?????1111011,IORI,?????????????????110?????1111011,0xa000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_81,10100010000000000110?????1111011,IORI,?????????????????110?????1111011,0xa200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_82,10100100000000000110?????1111011,IORI,?????????????????110?????1111011,0xa400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_83,10100110000000000110?????1111011,IORI,?????????????????110?????1111011,0xa600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_84,10101000000000000110?????1111011,IORI,?????????????????110?????1111011,0xa800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_85,10101010000000000110?????1111011,IORI,?????????????????110?????1111011,0xaa00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_86,10101100000000000110?????1111011,IORI,?????????????????110?????1111011,0xac00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_87,10101110000000000110?????1111011,IORI,?????????????????110?????1111011,0xae00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_88,10110000000000000110?????1111011,IORI,?????????????????110?????1111011,0xb000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_89,10110010000000000110?????1111011,IORI,?????????????????110?????1111011,0xb200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_90,10110100000000000110?????1111011,IORI,?????????????????110?????1111011,0xb400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_91,10110110000000000110?????1111011,IORI,?????????????????110?????1111011,0xb600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_92,10111000000000000110?????1111011,IORI,?????????????????110?????1111011,0xb800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_93,10111010000000000110?????1111011,IORI,?????????????????110?????1111011,0xba00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_94,10111100000000000110?????1111011,IORI,?????????????????110?????1111011,0xbc00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_95,10111110000000000110?????1111011,IORI,?????????????????110?????1111011,0xbe00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_96,11000000000000000110?????1111011,IORI,?????????????????110?????1111011,0xc000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_97,11000010000000000110?????1111011,IORI,?????????????????110?????1111011,0xc200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_98,11000100000000000110?????1111011,IORI,?????????????????110?????1111011,0xc400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_99,11000110000000000110?????1111011,IORI,?????????????????110?????1111011,0xc600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_100,11001000000000000110?????1111011,IORI,?????????????????110?????1111011,0xc800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_101,11001010000000000110?????1111011,IORI,?????????????????110?????1111011,0xca00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_102,11001100000000000110?????1111011,IORI,?????????????????110?????1111011,0xcc00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_103,11001110000000000110?????1111011,IORI,?????????????????110?????1111011,0xce00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_104,11010000000000000110?????1111011,IORI,?????????????????110?????1111011,0xd000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_105,11010010000000000110?????1111011,IORI,?????????????????110?????1111011,0xd200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_106,11010100000000000110?????1111011,IORI,?????????????????110?????1111011,0xd400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_107,11010110000000000110?????1111011,IORI,?????????????????110?????1111011,0xd600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_108,11011000000000000110?????1111011,IORI,?????????????????110?????1111011,0xd800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_109,11011010000000000110?????1111011,IORI,?????????????????110?????1111011,0xda00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_110,11011100000000000110?????1111011,IORI,?????????????????110?????1111011,0xdc00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_111,11011110000000000110?????1111011,IORI,?????????????????110?????1111011,0xde00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_112,11100000000000000110?????1111011,IORI,?????????????????110?????1111011,0xe000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_113,11100010000000000110?????1111011,IORI,?????????????????110?????1111011,0xe200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_114,11100100000000000110?????1111011,IORI,?????????????????110?????1111011,0xe400607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_115,11100110000000000110?????1111011,IORI,?????????????????110?????1111011,0xe600607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_116,11101000000000000110?????1111011,IORI,?????????????????110?????1111011,0xe800607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_117,11101010000000000110?????1111011,IORI,?????????????????110?????1111011,0xea00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_118,11101100000000000110?????1111011,IORI,?????????????????110?????1111011,0xec00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_119,11101110000000000110?????1111011,IORI,?????????????????110?????1111011,0xee00607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_120,11110000000000000110?????1111011,IORI,?????????????????110?????1111011,0xf000607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
custom-3_f6_f7_121,11110010000000000110?????1111011,IORI,?????????????????110?????1111011,0xf200607b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:27
