stage,role,top,trial,status,elapsed_s,mapped_cell_count,mapped_cell_area,sequential_cell_area,combinational_cell_area,critical_delay_ps,delay_target_ps,target_met,exact_signature
area,LEGACY_SCALAR,online_merge_legacy_scalar_mapped_top,1,INVALID_DIAGNOSTIC_latched_mode_not_pruned,53.6,107519,114885.4,3298.4,111587.0,,,,15d638676e1bc3da06c4752f0aa7cc09c955e5a9284fbfb937adf55c4bddf041
